player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score,rank
Darius Garland,CLE,69.0,18.8,0.587,26.9,0.148,2.4,2.7,2022-23,1629636.0,35.5,116.9,108.8,USA,USA,3,0.6789301242908753,38
Darius Garland,CLE,57.0,14.5,0.56,25.3,0.067,-1.0,0.5,2023-24,1629636.0,33.3,113.5,111.4,USA,USA,3,0.6354353673412761,123
David Roddy,MEM,70.0,8.8,0.519,16.7,0.043,-3.9,-0.6,2022-23,1631223.0,18.0,110.6,112.5,USA,USA,2,0.5762450504100416,269
David Roddy,PHX,65.0,8.7,0.484,18.1,0.004,-5.0,-0.9,2023-24,1631223.0,18.1,104.3,113.6,USA,USA,2,0.5610580017942014,269
Davion Mitchell,SAC,75.0,10.8,0.489,20.6,0.003,-3.8,-0.9,2021-22,1630558.0,27.7,105.3,111.3,USA,USA,3,0.5694478088530367,246
Davion Mitchell,SAC,80.0,9.4,0.545,14.1,0.05,-2.8,-0.3,2022-23,1630558.0,18.1,114.4,111.8,USA,USA,3,0.5801519466187954,260
Davion Mitchell,SAC,72.0,9.3,0.555,14.9,0.059,-3.4,-0.4,2023-24,1630558.0,15.3,109.5,112.1,USA,USA,3,0.5781115611210872,250
DeAaron Fox,SAC,59.0,17.4,0.549,29.1,0.058,-0.6,0.7,2021-22,1628368.0,35.3,112.1,116.5,USA,USA,3,0.6648065830676273,40
DeAaron Fox,SAC,73.0,21.8,0.599,30.1,0.146,2.5,2.7,2022-23,1628368.0,33.4,119.9,116.8,USA,USA,3,0.7239054637292897,18
DeAaron Fox,SAC,74.0,20.1,0.567,31.0,0.117,2.7,3.2,2023-24,1628368.0,35.9,116.6,112.3,USA,USA,3,0.7010840135910986,26
DeAndre Hunter,ATL,53.0,10.6,0.547,19.9,0.034,-3.9,-0.8,2021-22,1629631.0,29.8,114.6,113.9,USA,USA,3,0.6010835458152295,181
DeAndre Hunter,ATL,67.0,11.5,0.563,19.7,0.057,-3.3,-0.7,2022-23,1629631.0,31.7,114.9,115.5,USA,USA,3,0.6141489959965629,184
DeAndre Hunter,ATL,57.0,12.7,0.595,20.6,0.062,-2.4,-0.2,2023-24,1629631.0,29.5,116.7,117.9,USA,USA,3,0.6389192225590921,116
DeAnthony Melton,MEM,73.0,15.2,0.529,21.3,0.107,1.9,1.6,2021-22,1629001.0,22.7,112.0,106.4,USA,USA,2,0.6183153769899314,132
DeAnthony Melton,PHI,77.0,12.7,0.566,16.4,0.095,0.9,1.6,2022-23,1629001.0,27.9,115.5,112.8,USA,USA,2,0.6247990914099522,157
DeAnthony Melton,PHI,38.0,13.4,0.533,18.3,0.099,0.5,0.7,2023-24,1629001.0,26.9,122.0,112.0,USA,USA,2,0.6275297250142966,141
DeMar DeRozan,CHI,76.0,23.1,0.59,31.8,0.154,2.5,3.1,2021-22,201942.0,36.1,113.1,112.0,USA,USA,3,0.710164040756378,11
DeMar DeRozan,CHI,74.0,20.6,0.592,27.8,0.153,2.0,2.6,2022-23,201942.0,36.2,112.2,110.7,USA,USA,3,0.6840651496549075,36
DeMar DeRozan,CHI,79.0,19.7,0.584,25.8,0.147,1.8,2.8,2023-24,201942.0,37.8,113.5,114.6,USA,USA,3,0.6884679501490919,35
Dean Wade,CLE,51.0,10.1,0.584,11.1,0.111,-0.6,0.4,2021-22,1629731.0,19.2,105.8,103.8,USA,USA,3,0.5577470223760579,254
Dean Wade,CLE,44.0,8.5,0.55,10.2,0.097,-0.7,0.3,2022-23,1629731.0,20.3,109.7,103.2,USA,USA,3,0.5478895156326331,284
Dean Wade,CLE,54.0,10.2,0.598,10.5,0.11,0.1,0.6,2023-24,1629731.0,20.5,111.9,103.5,USA,USA,3,0.5677383013713231,262
Deandre Ayton,PHX,58.0,21.9,0.656,21.4,0.203,2.8,2.1,2021-22,1629028.0,29.5,117.2,107.7,Bahamas,International,3,0.6770474985914468,25
Deandre Ayton,PHX,67.0,19.9,0.617,22.9,0.147,0.9,1.5,2022-23,1629028.0,30.4,113.2,113.2,Bahamas,International,3,0.6696053976547761,50
Deandre Ayton,POR,55.0,18.9,0.587,21.1,0.106,0.3,1.0,2023-24,1629028.0,32.4,106.6,115.3,Bahamas,International,3,0.6448985026751503,103
Dejounte Murray,SAS,68.0,22.3,0.533,27.3,0.149,5.4,4.4,2021-22,1627749.0,34.8,112.9,111.0,USA,USA,3,0.6940642822524801,18
Dejounte Murray,ATL,74.0,17.0,0.54,24.4,0.084,1.0,2.1,2022-23,1627749.0,36.4,114.3,115.4,USA,USA,3,0.6620013510246554,65
Dejounte Murray,ATL,78.0,17.7,0.555,26.6,0.084,1.7,2.6,2023-24,1627749.0,35.7,116.8,119.5,USA,USA,3,0.6928200832039481,33
Delon Wright,ATL,77.0,13.8,0.576,10.3,0.121,2.2,1.6,2021-22,1626153.0,18.9,111.6,108.8,USA,USA,3,0.5957164171983185,195
Delon Wright,WAS,50.0,16.3,0.581,12.9,0.146,3.4,1.7,2022-23,1626153.0,24.4,114.1,110.9,USA,USA,3,0.6244937991197356,159
Delon Wright,MIA,47.0,13.6,0.505,12.8,0.109,0.4,0.5,2023-24,1626153.0,15.8,110.7,109.7,USA,USA,3,0.5825859290977851,241
Deni Avdija,WAS,82.0,11.6,0.536,16.3,0.058,-1.7,0.1,2021-22,1630166.0,24.2,109.2,110.1,Israel,International,3,0.5825599492287766,220
Deni Avdija,WAS,76.0,11.2,0.535,16.7,0.054,-2.3,-0.1,2022-23,1630166.0,26.6,113.3,114.1,Israel,International,3,0.5979796750565748,232
Deni Avdija,WAS,75.0,14.9,0.597,20.2,0.068,-0.9,0.6,2023-24,1630166.0,30.1,109.7,116.2,Israel,International,3,0.6348405691221719,124
Dennis Schroder,HOU,64.0,13.0,0.539,22.6,0.076,-1.9,0.0,2021-22,203471.0,28.7,106.9,107.9,Germany,International,3,0.5979601292056287,187
Dennis Schroder,LAL,66.0,11.5,0.545,18.6,0.068,-2.9,-0.4,2022-23,203471.0,30.1,115.0,112.2,Germany,International,3,0.6019901397704889,218
Dennis Schroder,BKN,80.0,13.3,0.55,20.3,0.063,-1.8,0.1,2023-24,203471.0,31.1,112.6,115.4,Germany,International,3,0.6217209607273132,157
Dennis Smith Jr,POR,37.0,13.2,0.474,18.2,0.031,-1.7,0.1,2021-22,1628372.0,17.3,100.7,110.6,USA,USA,2,0.5678293653139663,250
Dennis Smith Jr,CHA,54.0,11.6,0.475,17.6,0.039,-2.2,-0.1,2022-23,1628372.0,25.7,103.6,106.2,USA,USA,2,0.5533995489345758,281
Dennis Smith Jr,BKN,56.0,13.4,0.508,17.7,0.08,-0.8,0.3,2023-24,1628372.0,18.9,109.9,109.9,USA,USA,2,0.5915891199466479,223
Derrick Jones Jr,CHI,51.0,13.0,0.633,12.5,0.119,-0.9,0.2,2021-22,1627884.0,17.6,112.8,110.1,USA,USA,2,0.6021005961663719,177
Derrick Jones Jr,CHI,64.0,13.8,0.597,14.5,0.131,-0.4,0.3,2022-23,1627884.0,14.0,112.8,106.0,USA,USA,2,0.5951379188320784,240
Derrick Jones Jr,DAL,76.0,11.7,0.592,14.9,0.083,-1.5,0.2,2023-24,1627884.0,23.5,114.0,112.3,USA,USA,2,0.6042658958455672,197
Derrick White,BOS,75.0,14.8,0.549,19.9,0.111,0.9,1.6,2021-22,1628401.0,29.3,111.3,106.4,USA,USA,3,0.6142224167864472,143
Derrick White,BOS,82.0,15.4,0.604,17.7,0.154,2.4,2.6,2022-23,1628401.0,28.3,118.2,107.2,USA,USA,3,0.6428741136603857,110
Derrick White,BOS,73.0,16.9,0.611,18.6,0.171,3.8,3.5,2023-24,1628401.0,32.6,122.4,109.9,USA,USA,3,0.6734153320547543,51
Desmond Bane,MEM,76.0,17.6,0.592,23.1,0.153,2.7,2.7,2021-22,1630217.0,29.8,114.7,107.8,USA,USA,3,0.6603397148339889,47
Desmond Bane,MEM,58.0,19.1,0.606,26.1,0.151,3.5,2.5,2022-23,1630217.0,31.7,116.4,107.4,USA,USA,3,0.6755166544371473,42
Desmond Bane,MEM,42.0,18.5,0.589,28.5,0.102,2.8,1.7,2023-24,1630217.0,34.4,108.2,115.4,USA,USA,3,0.6797873569576598,44
Devin Booker,PHX,68.0,21.3,0.576,32.0,0.156,4.1,3.6,2021-22,1626164.0,34.5,117.6,108.1,USA,USA,3,0.7064633653569337,12
Devin Booker,PHX,53.0,22.0,0.601,31.8,0.157,4.2,2.9,2022-23,1626164.0,34.6,119.6,113.4,USA,USA,3,0.7250024761797789,15
Devin Booker,PHX,68.0,21.9,0.611,29.8,0.181,3.0,3.1,2023-24,1626164.0,36.0,119.3,113.5,USA,USA,3,0.7223825056854707,14
Devin Vassell,SAS,71.0,13.3,0.54,18.9,0.082,-0.5,0.7,2021-22,1630170.0,27.3,111.2,110.2,USA,USA,2,0.6064935488145939,167
Devin Vassell,SAS,38.0,15.5,0.55,24.4,0.051,0.4,0.7,2022-23,1630170.0,31.0,107.1,118.8,USA,USA,2,0.6470441695220546,99
Devin Vassell,SAS,68.0,15.7,0.578,23.5,0.077,0.0,1.1,2023-24,1630170.0,33.1,108.5,114.6,USA,USA,2,0.643583467132413,110
Devonte Graham,NOP,76.0,12.1,0.514,19.5,0.062,-1.0,0.5,2021-22,1628984.0,28.4,111.4,111.1,USA,USA,2,0.6008561644741034,184
Devonte Graham,SAS,73.0,12.5,0.552,17.1,0.091,-0.1,0.6,2022-23,1628984.0,18.3,107.5,113.7,USA,USA,2,0.6077737769932109,201
Devonte Graham,SAS,23.0,9.4,0.495,17.8,0.018,-3.9,-0.1,2023-24,1628984.0,13.6,108.9,105.6,USA,USA,2,0.5539444373232804,272
Dillon Brooks,MEM,32.0,15.5,0.515,28.8,0.087,-1.8,0.0,2021-22,1628415.0,27.7,116.9,105.9,Canada,International,2,0.6279958833710463,103
Dillon Brooks,MEM,73.0,9.4,0.494,21.8,0.034,-3.9,-1.1,2022-23,1628415.0,30.3,113.4,108.5,Canada,International,2,0.5776222824372057,265
Dillon Brooks,HOU,72.0,9.4,0.549,17.6,0.058,-3.6,-0.9,2023-24,1628415.0,30.9,113.6,113.6,Canada,International,2,0.5927313391341684,221
Domantas Sabonis,SAC,62.0,21.9,0.637,22.3,0.159,4.1,3.2,2021-22,1627734.0,34.4,109.5,110.1,Lithuania,International,3,0.6770174433770013,26
Domantas Sabonis,SAC,79.0,23.5,0.668,21.3,0.221,5.8,5.4,2022-23,1627734.0,34.6,120.7,116.8,Lithuania,International,3,0.7418335107677778,11
Domantas Sabonis,SAC,82.0,23.2,0.637,22.2,0.206,6.5,6.2,2023-24,1627734.0,35.7,116.0,115.2,Lithuania,International,3,0.7326660426495079,11
Donovan Mitchell,UTA,67.0,21.6,0.572,32.9,0.152,4.3,3.6,2021-22,1628378.0,33.8,117.6,111.7,USA,USA,3,0.7198548246608978,10
Donovan Mitchell,CLE,68.0,22.9,0.614,32.1,0.176,6.3,5.0,2022-23,1628378.0,35.8,116.3,110.4,USA,USA,3,0.7355094993752556,12
Donovan Mitchell,CLE,55.0,22.1,0.595,31.4,0.159,5.8,3.9,2023-24,1628378.0,35.3,115.9,108.6,USA,USA,3,0.7127303155568934,19
Donte DiVincenzo,SAC,42.0,11.3,0.51,18.9,0.035,-2.3,-0.1,2021-22,1628978.0,23.9,107.5,111.2,USA,USA,3,0.582392452214796,222
Donte DiVincenzo,GSW,72.0,12.8,0.593,15.1,0.106,0.7,1.3,2022-23,1628978.0,26.3,113.5,110.6,USA,USA,3,0.6146749725195607,182
Donte DiVincenzo,NYK,81.0,16.0,0.597,21.3,0.135,3.4,3.2,2023-24,1628978.0,29.1,117.9,114.2,USA,USA,3,0.6782097660162065,46
Dorian FinneySmith,DAL,80.0,12.5,0.604,13.8,0.121,0.8,1.9,2021-22,1627827.0,33.0,114.8,110.4,USA,USA,3,0.6189328989794486,128
Dorian FinneySmith,BKN,66.0,9.2,0.523,13.2,0.051,-2.0,0.0,2022-23,1627827.0,30.4,114.0,114.3,USA,USA,3,0.5837033465648004,253
Dorian FinneySmith,BKN,68.0,10.1,0.546,13.2,0.065,-2.0,0.0,2023-24,1627827.0,28.4,111.0,113.2,USA,USA,3,0.583120608971021,240
Doug McDermott,SAS,51.0,11.4,0.593,18.3,0.062,-2.5,-0.1,2021-22,203926.0,24.0,112.3,114.1,USA,USA,2,0.6120885047078218,152
Doug McDermott,SAS,64.0,11.2,0.59,19.2,0.035,-3.2,-0.4,2022-23,203926.0,20.5,108.7,118.4,USA,USA,2,0.6155925973101175,176
Doug McDermott,IND,64.0,9.1,0.6,14.9,0.046,-3.4,-0.3,2023-24,203926.0,14.1,111.6,120.9,USA,USA,2,0.6129723718856241,176
Draymond Green,GSW,46.0,14.3,0.582,14.3,0.131,3.2,1.8,2021-22,203110.0,28.9,110.0,102.8,USA,USA,3,0.5948147471949742,199
Draymond Green,GSW,73.0,12.2,0.592,13.2,0.098,0.8,1.6,2022-23,203110.0,31.5,116.2,109.2,USA,USA,3,0.6077970593782753,200
Draymond Green,GSW,55.0,14.5,0.587,15.3,0.116,2.4,1.6,2023-24,203110.0,27.1,115.6,110.7,USA,USA,3,0.6260020645280534,145
Drew Eubanks,POR,71.0,18.0,0.638,17.5,0.13,-1.4,0.2,2021-22,1629234.0,17.5,103.1,115.9,USA,USA,3,0.6318803400159518,89
Drew Eubanks,POR,78.0,16.2,0.666,12.5,0.134,0.1,0.8,2022-23,1629234.0,20.3,113.0,117.1,USA,USA,3,0.6407395442865026,118
Drew Eubanks,PHX,75.0,14.4,0.645,13.2,0.129,-1.2,0.2,2023-24,1629234.0,15.6,108.3,112.3,USA,USA,3,0.6097367626998602,182
Duncan Robinson,MIA,79.0,10.6,0.573,17.7,0.092,-0.6,0.7,2021-22,1629130.0,25.9,110.4,107.9,USA,USA,3,0.5968655084517528,191
Duncan Robinson,MIA,42.0,7.8,0.534,17.9,0.035,-5.0,-0.5,2022-23,1629130.0,16.4,108.8,113.8,USA,USA,3,0.5804768418336237,259
Duncan Robinson,MIA,68.0,12.2,0.612,19.0,0.091,-0.9,0.6,2023-24,1629130.0,28.0,111.5,111.0,USA,USA,3,0.6191916759104066,166
Dwight Powell,DAL,82.0,18.1,0.725,14.0,0.219,0.9,1.3,2021-22,203939.0,21.9,113.2,110.6,Canada,International,2,0.6546531490049523,54
Dwight Powell,DAL,76.0,15.5,0.738,12.6,0.168,-1.2,0.3,2022-23,203939.0,19.2,119.4,113.2,Canada,International,2,0.6476664661480644,96
Dwight Powell,DAL,63.0,14.5,0.716,9.1,0.181,-0.3,0.4,2023-24,203939.0,13.3,114.7,114.4,Canada,International,2,0.6320235361740978,133
Dyson Daniels,NOP,59.0,8.8,0.503,11.6,0.061,-1.8,0.0,2022-23,1630700.0,17.7,107.1,106.7,Australia,International,2,0.544085904719488,286
Dyson Daniels,NOP,61.0,12.0,0.529,12.6,0.103,0.6,0.9,2023-24,1630700.0,22.3,115.0,111.7,Australia,International,2,0.5973016562083802,209
Eric Gordon,HOU,57.0,12.1,0.614,18.6,0.04,-2.3,-0.1,2021-22,201569.0,29.3,108.6,113.6,USA,USA,3,0.6081310508800462,164
Eric Gordon,LAC,69.0,11.8,0.587,17.8,0.056,-1.9,0.1,2022-23,201569.0,28.5,110.6,116.4,USA,USA,3,0.6160546820341906,174
Eric Gordon,PHX,68.0,10.8,0.58,16.5,0.063,-1.7,0.1,2023-24,201569.0,27.8,115.6,112.2,USA,USA,3,0.6046280844068722,196
Evan Mobley,CLE,69.0,16.1,0.549,20.4,0.107,0.6,1.5,2021-22,1630596.0,33.8,108.5,106.8,USA,USA,3,0.6135201601036263,146
Evan Mobley,CLE,79.0,17.9,0.591,20.2,0.151,1.7,2.5,2022-23,1630596.0,34.4,115.5,109.0,USA,USA,3,0.6524831211067602,83
Evan Mobley,CLE,50.0,20.1,0.626,20.6,0.174,2.9,1.9,2023-24,1630596.0,30.6,111.2,110.1,USA,USA,3,0.6609235196202694,71
Franz Wagner,ORL,79.0,14.7,0.559,21.2,0.079,-0.7,0.8,2021-22,1630532.0,30.7,105.9,110.8,Germany,International,3,0.6137258466499841,145
Franz Wagner,ORL,80.0,15.9,0.589,23.5,0.099,-0.1,1.3,2022-23,1630532.0,32.6,111.3,110.1,Germany,International,3,0.6400921681308986,123
Franz Wagner,ORL,72.0,17.6,0.575,25.7,0.131,1.2,1.9,2023-24,1630532.0,32.5,112.5,108.2,Germany,International,3,0.6540363916636857,86
Fred VanVleet,TOR,65.0,17.3,0.552,23.7,0.131,3.6,3.5,2021-22,1627832.0,37.9,112.2,108.5,USA,USA,3,0.6580164616199095,50
Fred VanVleet,TOR,69.0,17.0,0.54,23.2,0.123,2.5,2.9,2022-23,1627832.0,36.7,116.1,112.8,USA,USA,3,0.6655313801643934,58
Fred VanVleet,HOU,73.0,16.7,0.568,19.7,0.15,3.4,3.6,2023-24,1627832.0,36.8,114.6,111.6,USA,USA,3,0.6617486340714102,66
Gabe Vincent,MIA,68.0,10.6,0.551,17.8,0.076,-1.4,0.2,2021-22,1629216.0,23.4,109.1,106.0,USA,USA,2,0.5795959277288097,228
Gabe Vincent,MIA,68.0,9.0,0.533,17.5,0.038,-3.4,-0.6,2022-23,1629216.0,25.9,111.0,111.7,USA,USA,2,0.5796196480697193,261
Gabe Vincent,LAL,11.0,3.1,0.341,10.9,-0.033,-6.5,-0.2,2023-24,1629216.0,19.8,109.8,103.0,USA,USA,2,0.4794526273153441,279
Garrison Mathews,HOU,65.0,11.0,0.602,14.4,0.078,-2.3,-0.1,2021-22,1629726.0,26.3,110.7,116.5,USA,USA,2,0.6073317169925732,165
Garrison Mathews,ATL,54.0,9.7,0.573,14.7,0.067,-2.4,-0.1,2022-23,1629726.0,12.7,103.1,109.5,USA,USA,2,0.5688807114361857,276
Garrison Mathews,ATL,66.0,8.9,0.665,11.1,0.077,-3.0,-0.2,2023-24,1629726.0,15.0,111.8,115.8,USA,USA,2,0.6005326673851389,203
Gary Harris,ORL,61.0,10.9,0.571,16.4,0.06,-2.4,-0.2,2021-22,203914.0,28.4,104.2,110.1,USA,USA,3,0.5777146808423631,232
Gary Harris,ORL,48.0,10.5,0.62,12.6,0.095,-0.7,0.4,2022-23,203914.0,24.7,113.0,115.8,USA,USA,3,0.612459840429454,188
Gary Harris,ORL,54.0,9.4,0.587,11.7,0.099,-1.2,0.3,2023-24,203914.0,24.0,113.6,110.3,USA,USA,3,0.5861400633693803,235
Gary Payton II,GSW,71.0,17.8,0.679,14.3,0.199,3.7,1.8,2021-22,1627780.0,17.6,110.6,102.3,USA,USA,2,0.6244225918853992,110
Gary Payton II,GSW,22.0,13.3,0.701,10.3,0.125,0.3,0.2,2022-23,1627780.0,16.7,123.7,118.3,USA,USA,2,0.6478725442906513,94
Gary Payton II,GSW,44.0,13.9,0.621,13.6,0.125,0.9,0.5,2023-24,1627780.0,15.5,114.7,108.9,USA,USA,2,0.6097685628895627,181
Gary Trent Jr,TOR,70.0,14.7,0.546,21.8,0.11,0.2,1.3,2021-22,1629018.0,35.0,113.5,110.2,USA,USA,3,0.6312029745806265,94
Gary Trent Jr,TOR,66.0,15.0,0.56,21.7,0.102,0.2,1.2,2022-23,1629018.0,32.1,111.8,113.8,USA,USA,3,0.640209738794491,122
Gary Trent Jr,TOR,71.0,12.0,0.548,20.0,0.04,-2.6,-0.3,2023-24,1629018.0,28.1,113.7,118.2,USA,USA,3,0.6213962021362958,159
George Hill,MIL,54.0,10.2,0.552,11.7,0.087,-1.6,0.1,2021-22,201588.0,23.2,112.5,100.8,USA,USA,2,0.5482961722662694,261
George Hill,IND,46.0,10.6,0.61,11.3,0.107,-1.5,0.1,2022-23,201588.0,18.1,108.8,106.9,USA,USA,2,0.5727008412251438,274
Georges Niang,PHI,76.0,10.7,0.594,16.8,0.077,-1.9,0.0,2021-22,1627777.0,22.8,110.9,109.0,USA,USA,3,0.5925967064772217,207
Georges Niang,PHI,78.0,10.9,0.61,17.0,0.078,-1.4,0.2,2022-23,1627777.0,19.4,112.5,111.1,USA,USA,3,0.6067525944850842,206
Georges Niang,CLE,82.0,9.9,0.583,17.6,0.064,-2.9,-0.4,2023-24,1627777.0,22.3,114.4,113.9,USA,USA,3,0.6059356973896677,189
Giannis Antetokounmpo,MIL,67.0,32.1,0.633,34.9,0.281,11.2,7.4,2021-22,203507.0,32.9,115.9,107.9,Greece,International,3,0.7909621398568933,2
Giannis Antetokounmpo,MIL,63.0,29.0,0.605,38.8,0.204,8.5,5.4,2022-23,203507.0,32.1,116.4,109.2,Greece,International,3,0.7718699596674374,5
Giannis Antetokounmpo,MIL,73.0,29.9,0.649,33.0,0.246,9.0,7.2,2023-24,203507.0,35.2,119.8,113.2,Greece,International,3,0.7956373576763328,4
Gordon Hayward,CHA,49.0,15.1,0.57,20.7,0.087,-0.7,0.5,2021-22,202330.0,31.9,110.7,111.0,USA,USA,3,0.620614674633181,121
Gordon Hayward,CHA,50.0,13.5,0.563,20.0,0.059,-1.4,0.2,2022-23,202330.0,31.5,108.4,111.7,USA,USA,3,0.6069156195574503,205
Gordon Hayward,OKC,51.0,12.8,0.548,18.4,0.058,-2.1,0.0,2023-24,202330.0,24.4,112.0,118.0,USA,USA,3,0.6194866322055173,165
Grant Williams,BOS,77.0,11.2,0.635,12.6,0.13,-0.4,0.8,2021-22,1629684.0,24.4,112.5,108.0,USA,USA,3,0.5996238435944586,186
Grant Williams,BOS,79.0,10.3,0.605,13.1,0.104,-1.1,0.5,2022-23,1629684.0,25.9,114.9,109.0,USA,USA,3,0.5949891978939208,241
Grant Williams,CHA,76.0,10.6,0.588,15.9,0.059,-2.6,-0.3,2023-24,1629684.0,28.0,110.8,116.6,USA,USA,3,0.6056567183571349,193
Grayson Allen,MIL,66.0,12.7,0.609,15.2,0.11,0.4,1.1,2021-22,1628960.0,27.3,112.5,107.5,USA,USA,3,0.6054576243136329,172
Grayson Allen,MIL,72.0,12.3,0.612,14.6,0.123,0.1,1.0,2022-23,1628960.0,27.4,113.9,109.1,USA,USA,3,0.6106997108282547,192
Grayson Allen,PHX,75.0,13.8,0.679,14.5,0.132,1.3,2.0,2023-24,1628960.0,33.5,119.0,113.9,USA,USA,3,0.654018508439641,87
Hamidou Diallo,DET,58.0,15.7,0.541,21.8,0.079,-0.5,0.5,2021-22,1628977.0,21.9,103.1,110.7,USA,USA,2,0.6085996470219892,161
Hamidou Diallo,DET,56.0,15.7,0.593,21.8,0.063,-1.4,0.1,2022-23,1628977.0,17.8,108.9,109.5,USA,USA,2,0.6148171424177886,181
Hamidou Diallo,WAS,2.0,33.2,0.5,25.3,0.204,18.7,0.0,2023-24,1628977.0,2.4,81.8,50.0,USA,USA,2,0.47132859248754955,280
Harrison Barnes,SAC,77.0,15.7,0.623,18.8,0.112,0.2,1.4,2021-22,203084.0,33.6,110.0,116.7,USA,USA,3,0.6502493200481796,59
Harrison Barnes,SAC,82.0,14.1,0.632,17.1,0.118,-1.0,0.7,2022-23,203084.0,32.5,120.0,115.2,USA,USA,3,0.6471336571081112,97
Harrison Barnes,SAC,82.0,11.9,0.611,15.7,0.094,-1.8,0.1,2023-24,203084.0,29.0,114.1,115.7,USA,USA,3,0.6209234266168799,160
Haywood Highsmith,MIA,19.0,7.0,0.446,14.0,0.041,-4.6,-0.1,2021-22,1629312.0,8.6,105.6,114.0,USA,USA,2,0.5528331410616191,256
Haywood Highsmith,MIA,54.0,8.5,0.517,12.5,0.046,-3.1,-0.3,2022-23,1629312.0,18.0,104.8,110.0,USA,USA,2,0.549596022396851,283
Haywood Highsmith,MIA,66.0,11.1,0.587,12.4,0.108,-0.7,0.5,2023-24,1629312.0,20.7,110.1,109.0,USA,USA,2,0.5856126975250263,236
Herbert Jones,NOP,78.0,12.3,0.573,13.7,0.096,-0.5,0.9,2021-22,1630529.0,29.9,112.2,110.2,USA,USA,3,0.5973290719790909,189
Herbert Jones,NOP,66.0,12.1,0.567,14.5,0.104,-0.3,0.8,2022-23,1630529.0,29.6,115.8,111.8,USA,USA,3,0.6092366892365919,197
Herbert Jones,NOP,76.0,13.2,0.636,14.1,0.131,0.6,1.6,2023-24,1630529.0,30.5,116.4,111.0,USA,USA,3,0.6290121466395655,139
Immanuel Quickley,NYK,78.0,14.6,0.543,22.2,0.113,0.2,1.0,2021-22,1630193.0,23.1,111.4,104.8,USA,USA,3,0.6112890301966221,153
Immanuel Quickley,NYK,81.0,16.3,0.578,20.9,0.137,1.7,2.1,2022-23,1630193.0,28.9,114.3,108.1,USA,USA,3,0.641560461367218,115
Immanuel Quickley,TOR,68.0,16.7,0.577,23.8,0.115,1.3,1.7,2023-24,1630193.0,29.2,113.2,114.2,USA,USA,3,0.6622536462769629,65
Isaac Okoro,CLE,67.0,10.4,0.589,12.4,0.103,-1.7,0.1,2021-22,1630171.0,29.6,112.4,109.3,USA,USA,3,0.5840942466657643,216
Isaac Okoro,CLE,76.0,10.7,0.614,11.9,0.122,-0.3,0.7,2022-23,1630171.0,21.7,114.5,109.0,USA,USA,3,0.5974030440151061,234
Isaac Okoro,CLE,69.0,11.4,0.599,13.9,0.106,-1.1,0.4,2023-24,1630171.0,27.3,113.1,110.7,USA,USA,3,0.6006062929739675,202
Isaiah Hartenstein,LAC,68.0,22.0,0.664,18.4,0.215,4.5,2.0,2021-22,1628392.0,17.9,112.1,105.0,Germany,International,3,0.6568708501617511,52
Isaiah Hartenstein,NYK,82.0,14.2,0.567,11.2,0.136,-0.3,0.7,2022-23,1628392.0,19.9,114.6,110.2,Germany,International,3,0.5985307493709896,228
Isaiah Hartenstein,NYK,75.0,18.9,0.67,12.0,0.204,3.5,2.6,2023-24,1628392.0,25.3,120.3,110.3,Germany,International,3,0.6598435135419379,72
Isaiah Joe,PHI,55.0,7.7,0.519,15.5,0.035,-4.6,-0.4,2021-22,1630198.0,11.1,108.2,106.5,USA,USA,2,0.5484969103553365,260
Isaiah Joe,OKC,73.0,14.5,0.626,17.7,0.131,0.9,1.0,2022-23,1630198.0,19.1,117.3,112.2,USA,USA,2,0.6427510368547077,111
Isaiah Joe,OKC,78.0,13.4,0.626,16.6,0.116,0.9,1.0,2023-24,1630198.0,18.5,116.6,107.5,USA,USA,2,0.620341124693659,161
Isaiah Stewart,DET,71.0,14.0,0.55,14.6,0.091,-3.3,-0.6,2021-22,1630191.0,25.6,102.6,112.1,USA,USA,3,0.5770076880676834,234
Isaiah Stewart,DET,50.0,13.1,0.56,17.3,0.068,-2.1,0.0,2022-23,1630191.0,28.3,108.9,116.9,USA,USA,3,0.6119397938859796,189
Isaiah Stewart,DET,46.0,11.3,0.6,14.5,0.056,-2.3,-0.1,2023-24,1630191.0,30.9,110.3,114.5,USA,USA,3,0.598241487824924,207
Ish Smith,WAS,65.0,12.5,0.465,20.1,0.023,-2.9,-0.2,2021-22,202397.0,17.3,107.1,113.8,USA,USA,2,0.5852170674501602,213
Ish Smith,DEN,43.0,6.5,0.407,19.3,-0.056,-6.6,-0.5,2022-23,202397.0,9.3,102.3,107.5,USA,USA,2,0.5208538347464049,287
Ish Smith,CHA,43.0,6.8,0.435,12.3,-0.025,-6.8,-0.9,2023-24,202397.0,17.2,101.7,119.2,USA,USA,2,0.5377539188288125,276
Ivica Zubac,LAC,76.0,19.2,0.66,16.8,0.187,0.7,1.3,2021-22,1627826.0,24.4,108.7,112.2,Croatia,International,3,0.6495157084823495,61
Ivica Zubac,LAC,76.0,16.7,0.661,14.8,0.149,-0.9,0.6,2022-23,1627826.0,28.5,112.8,113.4,Croatia,International,3,0.6362472859165618,128
Ivica Zubac,LAC,68.0,19.3,0.671,16.4,0.182,0.8,1.3,2023-24,1627826.0,26.4,117.1,112.4,Croatia,International,3,0.6615736516350421,68
