player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score,rank
Kevin Durant,PHX,75.0,21.2,0.626,29.0,0.142,4.0,4.3,2023-24,201142.0,37.2,118.1,113.3,USA,USA,3,0.7228841464230933,13
Kevin Huerter,ATL,74.0,11.9,0.57,17.5,0.062,-1.2,0.4,2021-22,1628989.0,29.6,116.4,112.5,USA,USA,3,0.6126363174540659,150
Kevin Huerter,SAC,75.0,15.2,0.617,19.9,0.107,1.0,1.7,2022-23,1628989.0,29.4,121.0,116.6,USA,USA,3,0.6695053629463744,51
Kevin Huerter,SAC,64.0,12.4,0.564,17.3,0.089,-0.8,0.5,2023-24,1628989.0,24.4,117.5,115.0,USA,USA,3,0.6257276405124723,147
Kevin Love,CLE,74.0,19.6,0.594,25.1,0.164,4.5,2.7,2021-22,201567.0,22.5,108.9,107.4,USA,USA,3,0.6654020846404984,37
Kevin Love,MIA,62.0,13.1,0.548,19.2,0.099,0.6,0.8,2022-23,201567.0,20.0,113.7,109.8,USA,USA,3,0.6153176538697496,178
Kevin Love,MIA,55.0,18.5,0.597,21.9,0.17,3.6,1.3,2023-24,201567.0,16.8,114.7,108.2,USA,USA,3,0.6540476221925183,85
Kevin Porter Jr,HOU,61.0,13.5,0.531,24.1,0.021,-1.6,0.2,2021-22,1629645.0,31.3,108.3,114.9,USA,USA,2,0.6196464680607534,123
Kevin Porter Jr,HOU,59.0,16.2,0.565,24.3,0.068,0.6,1.3,2022-23,1629645.0,34.3,111.2,119.5,USA,USA,2,0.6643649994206104,61
Kevon Looney,GSW,82.0,15.7,0.586,12.2,0.187,0.9,1.3,2021-22,1626172.0,21.1,113.2,107.2,USA,USA,3,0.6088889027721056,160
Kevon Looney,GSW,82.0,17.8,0.639,10.6,0.212,2.1,2.0,2022-23,1626172.0,23.9,116.4,112.0,USA,USA,3,0.643490048683654,105
Kevon Looney,GSW,74.0,15.1,0.62,11.3,0.162,0.6,0.8,2023-24,1626172.0,16.1,115.4,114.0,USA,USA,3,0.6265074804792578,143
Khris Middleton,MIL,66.0,18.1,0.577,26.7,0.119,1.6,1.9,2021-22,203114.0,32.4,115.0,109.6,USA,USA,2,0.6650139839220262,39
Khris Middleton,MIL,33.0,17.4,0.551,27.4,0.117,0.8,0.6,2022-23,203114.0,24.3,114.9,108.8,USA,USA,2,0.6496701655881137,89
Khris Middleton,MIL,55.0,17.0,0.595,23.9,0.109,1.1,1.2,2023-24,203114.0,27.0,118.0,114.6,USA,USA,2,0.6691569249687418,59
Killian Hayes,DET,66.0,9.3,0.461,15.7,0.014,-3.5,-0.6,2021-22,1630165.0,25.0,102.6,112.9,France,International,3,0.5515146928343407,257
Killian Hayes,DET,76.0,10.2,0.455,20.5,-0.012,-3.8,-1.0,2022-23,1630165.0,28.3,106.7,117.6,France,International,3,0.5810406916278197,257
Killian Hayes,DET,42.0,10.5,0.474,15.1,0.032,-2.7,-0.2,2023-24,1630165.0,24.0,106.5,117.6,France,International,3,0.5790322111420512,248
Klay Thompson,GSW,32.0,16.7,0.547,29.6,0.091,1.1,0.7,2021-22,202691.0,29.4,111.4,108.0,USA,USA,2,0.6457763992830959,66
Klay Thompson,GSW,69.0,14.7,0.576,26.4,0.066,-0.3,1.0,2022-23,202691.0,33.0,115.4,112.6,USA,USA,2,0.6523315042075777,84
Klay Thompson,GSW,77.0,13.9,0.576,24.2,0.075,-0.4,0.9,2023-24,202691.0,29.7,115.8,116.1,USA,USA,2,0.6552454228645552,80
Kristaps Porzingis,WAS,51.0,23.7,0.577,29.5,0.18,3.9,2.2,2021-22,204001.0,29.0,109.9,109.5,Latvia,International,3,0.6891659442790405,20
Kristaps Porzingis,WAS,65.0,23.1,0.627,27.4,0.174,4.3,3.4,2022-23,204001.0,32.6,116.2,114.8,Latvia,International,3,0.7212491849766103,19
Kristaps Porzingis,BOS,57.0,23.2,0.647,25.1,0.226,5.1,3.0,2023-24,204001.0,29.6,120.8,109.6,Latvia,International,3,0.713157653728003,18
Kyle Anderson,MEM,69.0,14.4,0.506,16.2,0.113,1.2,1.2,2021-22,203937.0,21.5,110.3,108.3,USA,USA,3,0.5969561436221507,190
Kyle Anderson,MIN,69.0,14.8,0.583,14.4,0.125,2.5,2.2,2022-23,203937.0,28.4,113.9,111.7,USA,USA,3,0.6288297583348595,146
Kyle Anderson,MIN,79.0,12.7,0.513,14.5,0.121,1.1,1.4,2023-24,203937.0,22.6,110.1,105.1,USA,USA,3,0.5822419077454211,242
Kyle Kuzma,WAS,66.0,15.2,0.547,24.2,0.044,-0.2,1.0,2021-22,1628398.0,33.4,108.2,114.3,USA,USA,3,0.6335859631683711,85
Kyle Kuzma,WAS,64.0,14.3,0.544,27.9,0.019,-1.7,0.2,2022-23,1628398.0,35.0,112.9,112.6,USA,USA,3,0.6345419700615851,134
Kyle Kuzma,WAS,70.0,15.7,0.547,29.7,0.004,-1.1,0.5,2023-24,1628398.0,32.6,109.7,120.8,USA,USA,3,0.6641697345041195,61
Kyle Lowry,MIA,63.0,15.0,0.6,18.2,0.143,2.0,2.1,2021-22,200768.0,33.9,112.5,106.6,USA,USA,3,0.6283398366774537,102
Kyle Lowry,MIA,55.0,12.6,0.565,16.7,0.096,0.2,0.9,2022-23,200768.0,31.2,112.4,111.3,USA,USA,3,0.6112165876198665,190
Kyle Lowry,PHI,60.0,10.9,0.594,12.9,0.1,-1.0,0.4,2023-24,200768.0,28.2,111.4,111.6,USA,USA,3,0.59545071043298,213
Kyrie Irving,BKN,29.0,21.4,0.592,29.4,0.147,3.0,1.4,2021-22,202681.0,37.6,118.9,113.8,Australia,International,2,0.7018155397968995,15
Kyrie Irving,DAL,60.0,22.4,0.613,28.9,0.159,4.1,3.5,2022-23,202681.0,37.3,117.9,113.2,Australia,International,2,0.718901046649098,23
Kyrie Irving,DAL,58.0,21.9,0.608,28.1,0.163,4.9,3.6,2023-24,202681.0,35.0,119.6,112.6,Australia,International,2,0.7176489063309596,16
Lamar Stevens,CLE,63.0,11.3,0.544,17.1,0.078,-2.9,-0.2,2021-22,1630205.0,16.1,108.4,109.7,USA,USA,2,0.5826872735795201,219
Lamar Stevens,CLE,62.0,9.5,0.524,13.6,0.08,-2.8,-0.2,2022-23,1630205.0,18.1,112.2,111.1,USA,USA,2,0.5750130867815186,271
Lamar Stevens,MEM,38.0,14.6,0.516,22.2,0.068,-2.2,0.0,2023-24,1630205.0,14.7,105.3,104.0,USA,USA,2,0.5799547297542871,245
Landry Shamet,PHX,69.0,10.2,0.55,16.8,0.085,-1.2,0.3,2021-22,1629013.0,20.8,107.8,102.9,USA,USA,2,0.5666197170399035,251
Landry Shamet,PHX,40.0,10.9,0.537,18.9,0.071,-1.4,0.1,2022-23,1629013.0,20.2,109.9,107.7,USA,USA,2,0.5863934912776652,249
Landry Shamet,WAS,46.0,10.5,0.556,18.8,0.022,-4.0,-0.4,2023-24,1629013.0,15.8,109.3,119.2,USA,USA,2,0.6081627433710656,185
Larry Nance Jr,NOP,46.0,14.4,0.59,12.8,0.104,-0.1,0.5,2021-22,1626204.0,22.6,110.7,112.6,USA,USA,3,0.6042462896330647,175
Larry Nance Jr,NOP,65.0,16.0,0.649,11.9,0.171,2.0,1.4,2022-23,1626204.0,21.2,114.1,107.4,USA,USA,3,0.6200963960067452,168
Larry Nance Jr,NOP,61.0,14.9,0.653,11.3,0.16,2.0,1.2,2023-24,1626204.0,19.9,111.7,108.4,USA,USA,3,0.6139881325870818,173
Lauri Markkanen,CLE,61.0,14.7,0.582,19.5,0.127,0.4,1.1,2021-22,1628374.0,30.8,113.9,109.9,Finland,International,3,0.6300454175047135,98
Lauri Markkanen,UTA,66.0,22.1,0.64,26.6,0.173,3.8,3.3,2022-23,1628374.0,34.4,117.4,113.6,Finland,International,3,0.7156055634976021,25
Lauri Markkanen,UTA,55.0,21.5,0.631,25.0,0.163,3.6,2.6,2023-24,1628374.0,33.1,117.6,116.9,Finland,International,3,0.7118344667236808,21
LeBron James,LAL,56.0,26.2,0.619,32.3,0.172,7.7,5.1,2021-22,2544.0,37.2,110.9,113.5,USA,USA,3,0.7459622728313308,6
LeBron James,LAL,55.0,23.9,0.583,33.3,0.138,6.1,4.0,2022-23,2544.0,35.5,115.6,111.0,USA,USA,3,0.7249097737311192,16
LeBron James,LAL,71.0,23.7,0.63,29.2,0.164,6.5,5.4,2023-24,2544.0,35.3,117.4,113.6,USA,USA,3,0.7418597603951212,7
Lonnie Walker IV,SAS,70.0,12.3,0.512,23.6,0.037,-2.5,-0.2,2021-22,1629022.0,23.0,108.5,111.5,USA,USA,3,0.6015046833538626,179
Lonnie Walker IV,LAL,56.0,12.2,0.57,20.2,0.066,-1.4,0.2,2022-23,1629022.0,23.2,108.8,116.1,USA,USA,3,0.6214707385974612,165
Lonnie Walker IV,BKN,58.0,13.1,0.545,24.4,0.038,-1.4,0.2,2023-24,1629022.0,17.4,111.3,111.8,USA,USA,3,0.6196687937893867,164
Luguentz Dort,OKC,51.0,12.3,0.541,23.3,0.04,-2.3,-0.1,2021-22,1629652.0,32.7,101.9,110.1,Canada,International,3,0.5931718691276886,205
Luguentz Dort,OKC,74.0,11.3,0.513,19.8,0.062,-3.0,-0.6,2022-23,1629652.0,30.7,115.0,114.1,Canada,International,3,0.604145902059446,214
Luguentz Dort,OKC,79.0,11.1,0.593,15.4,0.097,-1.6,0.2,2023-24,1629652.0,28.4,119.9,112.1,Canada,International,3,0.6144382296937521,172
Luka Doncic,DAL,65.0,25.1,0.571,37.4,0.159,8.2,5.9,2021-22,1629029.0,35.4,113.8,110.3,Slovenia,International,3,0.752607159743015,5
Luka Doncic,DAL,66.0,28.7,0.609,37.6,0.204,8.9,6.6,2022-23,1629029.0,36.2,118.1,116.0,Slovenia,International,3,0.7992905295025234,2
Luka Doncic,DAL,70.0,28.1,0.617,36.0,0.22,9.9,8.0,2023-24,1629029.0,37.5,119.6,113.8,Slovenia,International,3,0.8026982046761983,2
Luke Kennard,LAC,70.0,13.3,0.619,16.8,0.113,0.5,1.2,2021-22,1628379.0,27.4,110.0,106.6,USA,USA,2,0.6083673555010111,163
Luke Kennard,MEM,59.0,13.0,0.684,14.5,0.124,0.5,0.8,2022-23,1628379.0,22.3,116.5,109.1,USA,USA,2,0.6255678443859428,155
Luke Kennard,MEM,39.0,13.1,0.641,16.7,0.099,-0.3,0.4,2023-24,1628379.0,25.6,106.4,115.2,USA,USA,2,0.6236294162306452,153
Malaki Branham,SAS,66.0,9.5,0.524,19.1,-0.004,-5.2,-1.3,2022-23,1631103.0,23.5,108.3,119.4,USA,USA,2,0.5906312999805478,246
Malaki Branham,SAS,75.0,8.7,0.526,19.8,-0.008,-5.6,-1.5,2023-24,1631103.0,21.3,105.9,117.0,USA,USA,2,0.5791619059335004,247
Malik Beasley,MIN,79.0,11.9,0.544,19.4,0.069,-0.7,0.7,2021-22,1627736.0,25.0,112.1,110.1,USA,USA,3,0.6055858907592954,171
Malik Beasley,LAL,81.0,10.9,0.531,21.1,0.032,-2.0,0.0,2022-23,1627736.0,25.8,112.4,114.6,USA,USA,3,0.6100471947882934,193
Malik Beasley,MIL,79.0,10.3,0.603,14.6,0.073,-1.8,0.1,2023-24,1627736.0,29.6,118.3,112.6,USA,USA,3,0.6072065911334384,187
Malik Monk,LAL,76.0,14.4,0.597,20.1,0.081,-0.5,0.8,2021-22,1628370.0,28.1,113.2,112.9,USA,USA,3,0.6323576525513189,87
Malik Monk,SAC,77.0,16.6,0.587,25.8,0.091,0.3,1.0,2022-23,1628370.0,22.3,113.8,112.7,USA,USA,3,0.6572629729874129,74
Malik Monk,SAC,72.0,16.0,0.564,25.9,0.09,0.6,1.2,2023-24,1628370.0,26.0,115.2,115.1,USA,USA,3,0.6638905865265152,63
Marcus Morris Sr,LAC,54.0,13.7,0.549,23.2,0.074,-1.4,0.3,2021-22,202694.0,29.0,109.2,114.0,USA,USA,3,0.6264643639684109,104
Marcus Morris Sr,LAC,65.0,10.5,0.534,17.6,0.053,-1.9,0.0,2022-23,202694.0,28.1,113.7,113.9,USA,USA,3,0.600890823082077,221
Marcus Morris Sr,CLE,49.0,9.9,0.558,16.6,0.06,-3.8,-0.4,2023-24,202694.0,16.7,110.7,114.6,USA,USA,3,0.5938284868486536,217
Marcus Smart,BOS,71.0,13.6,0.54,18.3,0.116,0.5,1.5,2021-22,203935.0,32.3,114.5,105.2,USA,USA,2,0.6058830146943085,169
Marcus Smart,BOS,61.0,12.1,0.538,17.8,0.092,-1.0,0.5,2022-23,203935.0,32.1,118.1,111.7,USA,USA,2,0.6139443233137365,185
Marcus Smart,MEM,20.0,11.8,0.552,22.9,0.02,-2.4,0.0,2023-24,203935.0,30.2,108.5,109.2,USA,USA,2,0.5968976431455422,210
Markelle Fultz,ORL,18.0,17.7,0.517,27.5,0.053,0.2,0.2,2021-22,1628365.0,20.0,103.7,109.1,USA,USA,2,0.6184527583862582,131
Markelle Fultz,ORL,60.0,16.6,0.564,21.3,0.1,0.5,1.2,2022-23,1628365.0,29.6,110.3,114.0,USA,USA,2,0.6405720854836984,120
Markelle Fultz,ORL,43.0,12.6,0.492,18.8,0.069,-1.4,0.1,2023-24,1628365.0,21.2,109.6,109.0,USA,USA,2,0.584767698128805,238
Marvin Bagley III,DET,48.0,15.7,0.551,19.8,0.084,-2.3,-0.1,2021-22,1628963.0,23.9,109.3,114.9,USA,USA,3,0.6185076931171224,129
Marvin Bagley III,DET,42.0,17.2,0.587,20.4,0.095,-0.9,0.3,2022-23,1628963.0,23.6,107.3,117.9,USA,USA,3,0.6408617653587463,117
Marvin Bagley III,WAS,50.0,19.4,0.629,21.0,0.122,-0.4,0.4,2023-24,1628963.0,21.1,109.5,115.5,USA,USA,3,0.6535541609036659,89
Mason Plumlee,CHA,73.0,14.7,0.603,11.7,0.127,0.0,0.9,2021-22,203486.0,24.6,110.5,109.6,USA,USA,2,0.5996896635219824,185
Mason Plumlee,LAC,79.0,19.6,0.689,15.2,0.185,2.2,2.2,2022-23,203486.0,26.0,111.5,117.4,USA,USA,2,0.6766251727452047,41
Mason Plumlee,LAC,46.0,15.8,0.621,15.1,0.146,-0.8,0.2,2023-24,203486.0,14.7,115.8,115.5,USA,USA,2,0.6372014363316295,120
Matisse Thybulle,PHI,66.0,11.2,0.594,9.5,0.107,1.1,1.3,2021-22,1629680.0,25.5,110.9,107.2,USA,USA,3,0.5806981878554467,225
Matisse Thybulle,POR,71.0,10.5,0.552,10.6,0.086,-0.5,0.4,2022-23,1629680.0,16.9,109.9,110.3,USA,USA,3,0.5735108194751118,272
Matisse Thybulle,POR,65.0,10.4,0.537,10.6,0.072,0.6,0.9,2023-24,1629680.0,22.9,107.7,115.1,USA,USA,3,0.5854831085940109,237
Max Strus,MIA,68.0,12.7,0.614,18.1,0.11,0.9,1.2,2021-22,1629622.0,23.3,113.7,108.1,USA,USA,3,0.6208164225197701,119
Max Strus,MIA,80.0,10.8,0.557,17.6,0.071,-1.7,0.2,2022-23,1629622.0,28.4,109.3,113.1,USA,USA,3,0.6005875497770715,224
Max Strus,CLE,70.0,11.7,0.553,17.4,0.083,-0.6,0.8,2023-24,1629622.0,32.0,115.3,109.7,USA,USA,3,0.6058849208194002,190
Maxi Kleber,DAL,59.0,11.0,0.537,13.3,0.098,-0.4,0.6,2021-22,1628467.0,24.6,109.2,105.3,Germany,International,2,0.5681216829900998,249
Maxi Kleber,DAL,37.0,8.7,0.592,10.3,0.067,-2.2,0.0,2022-23,1628467.0,25.1,110.7,113.6,Germany,International,2,0.5792615680136355,262
Maxi Kleber,DAL,43.0,8.8,0.573,9.6,0.08,-1.3,0.2,2023-24,1628467.0,20.3,116.5,109.9,Germany,International,2,0.575389931263137,254
Michael Porter Jr,DEN,9.0,7.5,0.416,19.7,-0.032,-3.5,-0.1,2021-22,1629008.0,29.4,104.5,94.7,USA,USA,2,0.5002915295605146,268
Michael Porter Jr,DEN,62.0,16.8,0.621,22.7,0.116,0.2,1.0,2022-23,1629008.0,29.0,122.6,112.2,USA,USA,2,0.666239935227213,57
Michael Porter Jr,DEN,81.0,15.5,0.601,20.7,0.115,0.1,1.3,2023-24,1629008.0,31.7,120.2,112.1,USA,USA,2,0.6526311292604318,90
Mikal Bridges,PHX,82.0,14.4,0.627,15.0,0.15,1.6,2.6,2021-22,1628969.0,34.8,116.7,106.9,USA,USA,3,0.6312251239522526,93
Mikal Bridges,BKN,83.0,16.8,0.587,22.6,0.121,1.7,2.8,2022-23,1628969.0,35.7,114.0,113.2,USA,USA,3,0.6667251449229095,56
Mikal Bridges,BKN,82.0,14.9,0.56,24.3,0.07,-0.4,1.2,2023-24,1628969.0,34.8,111.0,114.3,USA,USA,3,0.6439026803182814,108
Mike Conley,UTA,72.0,17.2,0.572,20.9,0.157,3.1,2.7,2021-22,201144.0,28.6,112.5,104.9,USA,USA,3,0.6387124295460709,75
Mike Conley,MIN,67.0,14.7,0.583,16.3,0.13,0.9,1.5,2022-23,201144.0,30.3,117.3,116.1,USA,USA,3,0.6465283054692945,100
Mike Conley,MIN,76.0,15.8,0.627,16.0,0.18,3.4,3.0,2023-24,201144.0,28.9,113.7,108.0,USA,USA,3,0.645309712371382,102
Miles Bridges,CHA,80.0,17.9,0.593,22.6,0.123,1.5,2.5,2021-22,1628970.0,35.5,114.5,112.4,USA,USA,2,0.6655433984358219,36
Miles Bridges,CHA,69.0,15.4,0.556,24.7,0.04,-1.1,0.6,2023-24,1628970.0,37.4,108.0,120.1,USA,USA,2,0.6495280757585962,95
Mitchell Robinson,NYK,72.0,20.7,0.722,11.4,0.221,2.2,2.0,2021-22,1629011.0,25.7,109.1,111.2,USA,USA,2,0.6523571321301996,56
Mitchell Robinson,NYK,59.0,18.9,0.652,10.1,0.197,2.4,1.7,2022-23,1629011.0,26.9,119.9,112.6,USA,USA,2,0.648451576610811,92
Mitchell Robinson,NYK,31.0,16.1,0.554,10.2,0.155,0.0,0.4,2023-24,1629011.0,24.8,117.3,116.2,USA,USA,2,0.6187007867970326,167
Mo Bamba,ORL,71.0,16.5,0.582,17.2,0.118,0.7,1.2,2021-22,1628964.0,25.7,101.8,111.3,USA,USA,2,0.6125351455259248,151
Mo Bamba,LAL,49.0,15.7,0.602,16.6,0.139,0.5,0.5,2022-23,1628964.0,15.7,113.0,111.5,USA,USA,2,0.626298849817577,152
Mo Bamba,PHI,57.0,15.4,0.575,15.1,0.128,-1.0,0.2,2023-24,1628964.0,13.0,107.5,110.5,USA,USA,2,0.6003554679662668,204
Monte Morris,DEN,75.0,14.7,0.583,17.4,0.116,0.0,1.1,2021-22,1628420.0,29.9,116.3,110.4,USA,USA,2,0.6258279042954801,107
Monte Morris,WAS,62.0,15.0,0.579,15.6,0.12,0.5,1.1,2022-23,1628420.0,27.4,117.4,117.3,USA,USA,2,0.6431177420075164,108
Monte Morris,MIN,33.0,13.2,0.508,15.5,0.123,0.7,0.3,2023-24,1628420.0,14.4,113.5,104.1,USA,USA,2,0.5795889454264878,246
Moritz Wagner,ORL,63.0,18.1,0.623,22.9,0.138,1.6,0.9,2021-22,1629021.0,15.2,105.3,112.6,Germany,International,3,0.6511700899252415,58
Moritz Wagner,ORL,57.0,17.4,0.63,21.1,0.149,0.6,0.7,2022-23,1629021.0,19.5,109.4,110.6,Germany,International,3,0.6434633500627529,106
Moritz Wagner,ORL,80.0,20.6,0.676,22.8,0.188,2.0,1.4,2023-24,1629021.0,17.7,113.9,110.8,Germany,International,3,0.6798469573154657,43
Myles Turner,IND,42.0,17.4,0.615,17.1,0.12,1.4,1.1,2021-22,1626167.0,29.4,109.7,109.9,USA,USA,3,0.6259190066794915,106
Myles Turner,IND,62.0,20.0,0.651,22.0,0.142,2.1,1.9,2022-23,1626167.0,29.4,115.1,116.3,USA,USA,3,0.6876997395530494,31
Myles Turner,IND,77.0,19.3,0.626,23.4,0.134,0.9,1.5,2023-24,1626167.0,27.0,120.6,115.5,USA,USA,3,0.6870308325225778,36
Naji Marshall,NOP,55.0,12.3,0.505,20.8,0.05,-3.2,-0.2,2021-22,1630230.0,13.4,105.7,108.0,USA,USA,2,0.5774204299444272,233
Naji Marshall,NOP,77.0,11.4,0.539,17.8,0.068,-1.9,0.1,2022-23,1630230.0,23.3,111.2,111.4,USA,USA,2,0.5954583537410462,239
Naji Marshall,NOP,66.0,12.7,0.576,16.3,0.1,-0.7,0.4,2023-24,1630230.0,19.0,115.4,106.8,USA,USA,2,0.5982089749858928,208
Nassir Little,POR,42.0,13.5,0.575,15.8,0.076,-1.4,0.2,2021-22,1629642.0,25.9,110.2,111.1,USA,USA,2,0.5976844211263707,188
Nassir Little,POR,54.0,10.2,0.555,16.0,0.032,-3.0,-0.3,2022-23,1629642.0,18.1,111.1,119.9,USA,USA,2,0.6062811661820496,208
Nassir Little,PHX,45.0,9.9,0.572,13.9,0.074,-3.0,-0.1,2023-24,1629642.0,10.2,103.2,112.7,USA,USA,2,0.5761211404577495,252
Naz Reid,MIN,77.0,17.2,0.588,21.4,0.125,0.0,0.6,2021-22,1629675.0,15.8,105.5,107.9,USA,USA,3,0.6193610850841329,126
Naz Reid,MIN,68.0,18.5,0.617,24.8,0.114,1.0,1.0,2022-23,1629675.0,18.4,109.2,113.3,USA,USA,3,0.6610906761668309,67
Naz Reid,MIN,81.0,16.0,0.595,23.1,0.12,1.5,1.7,2023-24,1629675.0,24.2,111.1,105.5,USA,USA,3,0.6336988362605072,128
Nic Claxton,BKN,47.0,18.6,0.672,15.1,0.171,0.5,0.6,2021-22,1629651.0,20.7,109.4,109.8,USA,USA,3,0.6314397103943284,92
Nic Claxton,BKN,76.0,20.8,0.691,15.4,0.195,3.1,2.9,2022-23,1629651.0,29.9,115.1,111.3,USA,USA,3,0.6733444458484211,45
Nic Claxton,BKN,71.0,18.7,0.629,15.6,0.152,1.2,1.7,2023-24,1629651.0,29.8,108.4,114.1,USA,USA,3,0.6438408493645288,109
Nick Richards,CHA,50.0,15.9,0.689,15.4,0.125,-2.8,-0.1,2021-22,1630208.0,7.3,102.4,115.4,Jamaica,International,2,0.6224489053514324,112
Nick Richards,CHA,65.0,18.3,0.676,15.6,0.165,-1.3,0.2,2022-23,1630208.0,18.7,107.5,112.0,Jamaica,International,2,0.6311108265030774,141
Nick Richards,CHA,67.0,16.7,0.717,13.3,0.14,-2.3,-0.1,2023-24,1630208.0,26.2,106.3,118.2,Jamaica,International,2,0.6374749491549638,118
Nickeil AlexanderWalker,UTA,65.0,10.5,0.475,24.1,0.003,-2.9,-0.3,2021-22,1629638.0,22.6,107.6,110.7,Canada,International,3,0.5852354246803506,212
Nickeil AlexanderWalker,MIN,59.0,11.6,0.565,17.9,0.062,-0.9,0.2,2022-23,1629638.0,15.0,109.8,111.8,Canada,International,3,0.6007769594923565,222
Nickeil AlexanderWalker,MIN,82.0,10.9,0.578,14.8,0.107,0.2,1.1,2023-24,1629638.0,23.4,113.1,105.5,Canada,International,3,0.5907564492136592,225
Nicolas Batum,LAC,59.0,13.5,0.608,13.3,0.123,2.3,1.6,2021-22,201587.0,24.8,105.4,109.8,France,International,3,0.6052711271716582,174
Nicolas Batum,LAC,78.0,11.0,0.594,11.5,0.101,0.5,1.0,2022-23,201587.0,21.9,114.5,110.0,France,International,3,0.5967140000139568,237
Nicolas Batum,PHI,60.0,10.2,0.603,8.6,0.103,-0.4,0.6,2023-24,201587.0,25.5,117.6,111.9,France,International,3,0.5934163835200842,219
Nikola Jokic,DEN,74.0,32.8,0.661,31.9,0.296,13.7,9.8,2021-22,203999.0,33.5,117.3,108.9,Serbia,International,3,0.8129074842724093,1
Nikola Jokic,DEN,69.0,31.5,0.701,27.2,0.308,13.0,8.8,2022-23,203999.0,33.7,124.2,111.6,Serbia,International,3,0.8129585556508317,1
Nikola Jokic,DEN,79.0,31.0,0.65,29.3,0.299,13.2,10.6,2023-24,203999.0,34.6,122.4,110.6,Serbia,International,3,0.8168437731626692,1
Nikola Vucevic,CHI,73.0,18.2,0.533,24.5,0.09,0.9,1.8,2021-22,202696.0,33.1,111.3,112.8,Montenegro,International,3,0.6497968644480319,60
Nikola Vucevic,CHI,82.0,19.1,0.594,21.9,0.145,2.7,3.2,2022-23,202696.0,33.5,112.3,112.8,Montenegro,International,3,0.6727633970695135,46
Nikola Vucevic,CHI,76.0,17.7,0.54,23.3,0.1,0.1,1.4,2023-24,202696.0,34.3,112.5,115.7,Montenegro,International,3,0.6539785310534274,88
Norman Powell,LAC,45.0,16.3,0.603,23.1,0.093,-0.3,0.6,2021-22,1626181.0,32.4,110.6,118.7,USA,USA,3,0.6606091976521551,46
Norman Powell,LAC,60.0,17.1,0.612,26.0,0.107,0.3,0.9,2022-23,1626181.0,26.1,109.2,113.0,USA,USA,3,0.6587019185237092,71
Norman Powell,LAC,76.0,13.9,0.626,20.0,0.099,-0.8,0.6,2023-24,1626181.0,26.2,118.0,113.0,USA,USA,3,0.6433416013414378,111
OG Anunoby,TOR,48.0,14.8,0.549,20.5,0.104,0.5,1.1,2021-22,1628384.0,36.0,112.0,108.1,United Kingdom,International,3,0.6174210960542412,135
OG Anunoby,TOR,67.0,14.6,0.586,19.5,0.094,0.4,1.5,2022-23,1628384.0,35.6,114.4,111.4,United Kingdom,International,3,0.633836132126103,136
OG Anunoby,NYK,50.0,12.8,0.595,17.6,0.073,-0.6,0.6,2023-24,1628384.0,34.0,118.2,107.2,United Kingdom,International,3,0.6084770867365824,183
Obi Toppin,NYK,72.0,18.3,0.614,20.8,0.153,2.0,1.2,2021-22,1630167.0,17.1,110.9,104.0,USA,USA,3,0.6295114276534312,99
Obi Toppin,NYK,67.0,13.6,0.565,19.5,0.095,-0.5,0.4,2022-23,1630167.0,15.7,112.8,110.4,USA,USA,3,0.6154154177615369,177
Obi Toppin,IND,82.0,16.5,0.677,16.8,0.132,1.5,1.5,2023-24,1630167.0,21.1,120.2,116.6,USA,USA,3,0.6721181501089719,53
Ochai Agbaji,UTA,59.0,9.5,0.561,15.8,0.053,-3.0,-0.3,2022-23,1630534.0,20.5,114.4,114.6,USA,USA,2,0.5969954908331262,236
Ochai Agbaji,TOR,78.0,7.7,0.497,13.4,0.002,-4.4,-1.0,2023-24,1630534.0,21.0,110.1,117.2,USA,USA,2,0.5645511635912895,268
Onyeka Okongwu,ATL,48.0,19.8,0.714,14.0,0.202,0.8,0.7,2021-22,1630168.0,20.7,114.6,109.1,USA,USA,3,0.6464058323419094,65
Onyeka Okongwu,ATL,80.0,19.4,0.678,15.1,0.185,0.8,1.3,2022-23,1630168.0,23.1,114.2,112.4,USA,USA,3,0.6549005682415632,78
Onyeka Okongwu,ATL,55.0,16.9,0.674,13.7,0.153,-0.4,0.5,2023-24,1630168.0,25.5,118.1,119.0,USA,USA,3,0.6595579252783352,73
Oshae Brissett,IND,67.0,12.9,0.53,17.3,0.069,-2.2,-0.1,2021-22,1629052.0,23.3,110.8,116.8,Canada,International,2,0.6085968266717143,162
Oshae Brissett,IND,65.0,10.6,0.52,16.1,0.05,-3.2,-0.3,2022-23,1629052.0,16.7,112.4,111.8,Canada,International,2,0.5813909093901203,256
Oshae Brissett,BOS,55.0,12.8,0.53,14.5,0.131,-1.8,0.0,2023-24,1629052.0,11.5,117.2,106.4,Canada,International,2,0.5863485952244027,234
PJ Tucker,MIA,71.0,11.3,0.593,11.7,0.121,0.6,1.3,2021-22,200782.0,27.9,113.2,107.1,USA,USA,2,0.5920635964863096,208
PJ Tucker,PHI,75.0,5.7,0.566,6.5,0.064,-3.0,-0.5,2022-23,200782.0,25.6,117.3,113.3,USA,USA,2,0.5612574849123064,279
