player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score
Derrick White,BOS,75,14.8,0.549,19.9,0.111,0.9,1.6,2021-22,1628401,29.3,111.3,106.4,USA,USA,3,0.3605
Derrick White,BOS,82,15.4,0.604,17.7,0.154,2.4,2.6,2022-23,1628401,28.3,118.2,107.2,USA,USA,3,0.4433
Derrick White,BOS,73,16.9,0.611,18.6,0.171,3.8,3.5,2023-24,1628401,32.6,122.4,109.9,USA,USA,3,0.5259
Desmond Bane,MEM,76,17.6,0.592,23.1,0.153,2.7,2.7,2021-22,1630217,29.8,114.7,107.8,USA,USA,3,0.4582
Desmond Bane,MEM,58,19.1,0.606,26.1,0.151,3.5,2.5,2022-23,1630217,31.7,116.4,107.4,USA,USA,3,0.4821
Desmond Bane,MEM,42,18.5,0.589,28.5,0.102,2.8,1.7,2023-24,1630217,34.4,108.2,115.4,USA,USA,3,0.5299
Devin Booker,PHX,68,21.3,0.576,32.0,0.156,4.1,3.6,2021-22,1626164,34.5,117.6,108.1,USA,USA,3,0.5243
Devin Booker,PHX,53,22.0,0.601,31.8,0.157,4.2,2.9,2022-23,1626164,34.6,119.6,113.4,USA,USA,3,0.6119
Devin Booker,PHX,68,21.9,0.611,29.8,0.181,3.0,3.1,2023-24,1626164,36.0,119.3,113.5,USA,USA,3,0.6124
Devin Vassell,SAS,71,13.3,0.54,18.9,0.082,-0.5,0.7,2021-22,1630170,27.3,111.2,110.2,USA,USA,2,0.3795
Devin Vassell,SAS,68,15.7,0.578,23.5,0.077,0.0,1.1,2023-24,1630170,33.1,108.5,114.6,USA,USA,2,0.4676
Devonte Graham,NOP,76,12.1,0.514,19.5,0.062,-1.0,0.5,2021-22,1628984,28.4,111.4,111.1,USA,USA,2,0.3718
Devonte Graham,SAS,73,12.5,0.552,17.1,0.091,-0.1,0.6,2022-23,1628984,18.3,107.5,113.7,USA,USA,2,0.4095
Dillon Brooks,MEM,73,9.4,0.494,21.8,0.034,-3.9,-1.1,2022-23,1628415,30.3,113.4,108.5,Canada,International,2,0.3078
Dillon Brooks,HOU,72,9.4,0.549,17.6,0.058,-3.6,-0.9,2023-24,1628415,30.9,113.6,113.6,Canada,International,2,0.3934
Domantas Sabonis,SAC,62,21.9,0.637,22.3,0.159,4.1,3.2,2021-22,1627734,34.4,109.5,110.1,Lithuania,International,3,0.5032
Domantas Sabonis,SAC,79,23.5,0.668,21.3,0.221,5.8,5.4,2022-23,1627734,34.6,120.7,116.8,Lithuania,International,3,0.698
Domantas Sabonis,SAC,82,23.2,0.637,22.2,0.206,6.5,6.2,2023-24,1627734,35.7,116.0,115.2,Lithuania,International,3,0.649
Donovan Mitchell,UTA,67,21.6,0.572,32.9,0.152,4.3,3.6,2021-22,1628378,33.8,117.6,111.7,USA,USA,3,0.5751
Donovan Mitchell,CLE,68,22.9,0.614,32.1,0.176,6.3,5.0,2022-23,1628378,35.8,116.3,110.4,USA,USA,3,0.5931
Donovan Mitchell,CLE,55,22.1,0.595,31.4,0.159,5.8,3.9,2023-24,1628378,35.3,115.9,108.6,USA,USA,3,0.5403
Donte DiVincenzo,SAC,42,11.3,0.51,18.9,0.035,-2.3,-0.1,2021-22,1628978,23.9,107.5,111.2,USA,USA,3,0.3319
Donte DiVincenzo,GSW,72,12.8,0.593,15.1,0.106,0.7,1.3,2022-23,1628978,26.3,113.5,110.6,USA,USA,3,0.4166
Donte DiVincenzo,NYK,81,16.0,0.597,21.3,0.135,3.4,3.2,2023-24,1628978,29.1,117.9,114.2,USA,USA,3,0.5504
Dorian FinneySmith,DAL,80,12.5,0.604,13.8,0.121,0.8,1.9,2021-22,1627827,33.0,114.8,110.4,USA,USA,3,0.4275
Dorian FinneySmith,BKN,66,9.2,0.523,13.2,0.051,-2.0,0.0,2022-23,1627827,30.4,114.0,114.3,USA,USA,3,0.3886
Dorian FinneySmith,BKN,68,10.1,0.546,13.2,0.065,-2.0,0.0,2023-24,1627827,28.4,111.0,113.2,USA,USA,3,0.3759
Doug McDermott,SAS,51,11.4,0.593,18.3,0.062,-2.5,-0.1,2021-22,203926,24.0,112.3,114.1,USA,USA,2,0.4302
Doug McDermott,SAS,64,11.2,0.59,19.2,0.035,-3.2,-0.4,2022-23,203926,20.5,108.7,118.4,USA,USA,2,0.4602
Draymond Green,GSW,46,14.3,0.582,14.3,0.131,3.2,1.8,2021-22,203110,28.9,110.0,102.8,USA,USA,3,0.3135
Draymond Green,GSW,73,12.2,0.592,13.2,0.098,0.8,1.6,2022-23,203110,31.5,116.2,109.2,USA,USA,3,0.4009
Draymond Green,GSW,55,14.5,0.587,15.3,0.116,2.4,1.6,2023-24,203110,27.1,115.6,110.7,USA,USA,3,0.4427
Drew Eubanks,POR,71,18.0,0.638,17.5,0.13,-1.4,0.2,2021-22,1629234,17.5,103.1,115.9,USA,USA,3,0.4739
Drew Eubanks,POR,78,16.2,0.666,12.5,0.134,0.1,0.8,2022-23,1629234,20.3,113.0,117.1,USA,USA,3,0.5336
Drew Eubanks,PHX,75,14.4,0.645,13.2,0.129,-1.2,0.2,2023-24,1629234,15.6,108.3,112.3,USA,USA,3,0.426
Duncan Robinson,MIA,79,10.6,0.573,17.7,0.092,-0.6,0.7,2021-22,1629130,25.9,110.4,107.9,USA,USA,3,0.3478
Duncan Robinson,MIA,42,7.8,0.534,17.9,0.035,-5.0,-0.5,2022-23,1629130,16.4,108.8,113.8,USA,USA,3,0.355
Duncan Robinson,MIA,68,12.2,0.612,19.0,0.091,-0.9,0.6,2023-24,1629130,28.0,111.5,111.0,USA,USA,3,0.4166
Dwight Powell,DAL,82,18.1,0.725,14.0,0.219,0.9,1.3,2021-22,203939,21.9,113.2,110.6,Canada,International,2,0.5129
Dwight Powell,DAL,76,15.5,0.738,12.6,0.168,-1.2,0.3,2022-23,203939,19.2,119.4,113.2,Canada,International,2,0.5378
Dyson Daniels,NOP,59,8.8,0.503,11.6,0.061,-1.8,0.0,2022-23,1630700,17.7,107.1,106.7,Australia,International,2,0.244
Dyson Daniels,NOP,61,12.0,0.529,12.6,0.103,0.6,0.9,2023-24,1630700,22.3,115.0,111.7,Australia,International,2,0.3988
Eric Gordon,HOU,57,12.1,0.614,18.6,0.04,-2.3,-0.1,2021-22,201569,29.3,108.6,113.6,USA,USA,3,0.4116
Eric Gordon,LAC,69,11.8,0.587,17.8,0.056,-1.9,0.1,2022-23,201569,28.5,110.6,116.4,USA,USA,3,0.4524
Eric Gordon,PHX,68,10.8,0.58,16.5,0.063,-1.7,0.1,2023-24,201569,27.8,115.6,112.2,USA,USA,3,0.4111
Evan Mobley,CLE,69,16.1,0.549,20.4,0.107,0.6,1.5,2021-22,1630596,33.8,108.5,106.8,USA,USA,3,0.3557
Evan Mobley,CLE,79,17.9,0.591,20.2,0.151,1.7,2.5,2022-23,1630596,34.4,115.5,109.0,USA,USA,3,0.4624
Evan Mobley,CLE,50,20.1,0.626,20.6,0.174,2.9,1.9,2023-24,1630596,30.6,111.2,110.1,USA,USA,3,0.4868
Franz Wagner,ORL,79,14.7,0.559,21.2,0.079,-0.7,0.8,2021-22,1630532,30.7,105.9,110.8,Germany,International,3,0.382
Franz Wagner,ORL,80,15.9,0.589,23.5,0.099,-0.1,1.3,2022-23,1630532,32.6,111.3,110.1,Germany,International,3,0.432
Franz Wagner,ORL,72,17.6,0.575,25.7,0.131,1.2,1.9,2023-24,1630532,32.5,112.5,108.2,Germany,International,3,0.4384
Fred VanVleet,TOR,65,17.3,0.552,23.7,0.131,3.6,3.5,2021-22,1627832,37.9,112.2,108.5,USA,USA,3,0.4443
Fred VanVleet,TOR,69,17.0,0.54,23.2,0.123,2.5,2.9,2022-23,1627832,36.7,116.1,112.8,USA,USA,3,0.5022
Fred VanVleet,HOU,73,16.7,0.568,19.7,0.15,3.4,3.6,2023-24,1627832,36.8,114.6,111.6,USA,USA,3,0.493
Gabe Vincent,MIA,68,10.6,0.551,17.8,0.076,-1.4,0.2,2021-22,1629216,23.4,109.1,106.0,USA,USA,2,0.2968
Gabe Vincent,MIA,68,9.0,0.533,17.5,0.038,-3.4,-0.6,2022-23,1629216,25.9,111.0,111.7,USA,USA,2,0.3449
Garrison Mathews,HOU,65,11.0,0.602,14.4,0.078,-2.3,-0.1,2021-22,1629726,26.3,110.7,116.5,USA,USA,2,0.4494
Garrison Mathews,ATL,66,8.9,0.665,11.1,0.077,-3.0,-0.2,2023-24,1629726,15.0,111.8,115.8,USA,USA,2,0.4472
Gary Harris,ORL,61,10.9,0.571,16.4,0.06,-2.4,-0.2,2021-22,203914,28.4,104.2,110.1,USA,USA,3,0.3218
Gary Harris,ORL,48,10.5,0.62,12.6,0.095,-0.7,0.4,2022-23,203914,24.7,113.0,115.8,USA,USA,3,0.4642
Gary Harris,ORL,54,9.4,0.587,11.7,0.099,-1.2,0.3,2023-24,203914,24.0,113.6,110.3,USA,USA,3,0.3723
Gary Payton II,GSW,71,17.8,0.679,14.3,0.199,3.7,1.8,2021-22,1627780,17.6,110.6,102.3,USA,USA,2,0.3797
Gary Payton II,GSW,44,13.9,0.621,13.6,0.125,0.9,0.5,2023-24,1627780,15.5,114.7,108.9,USA,USA,2,0.409
Gary Trent Jr,TOR,70,14.7,0.546,21.8,0.11,0.2,1.3,2021-22,1629018,35.0,113.5,110.2,USA,USA,3,0.4221
Gary Trent Jr,TOR,66,15.0,0.56,21.7,0.102,0.2,1.2,2022-23,1629018,32.1,111.8,113.8,USA,USA,3,0.4657
Gary Trent Jr,TOR,71,12.0,0.548,20.0,0.04,-2.6,-0.3,2023-24,1629018,28.1,113.7,118.2,USA,USA,3,0.4741
George Hill,MIL,54,10.2,0.552,11.7,0.087,-1.6,0.1,2021-22,201588,23.2,112.5,100.8,USA,USA,2,0.2214
George Hill,IND,46,10.6,0.61,11.3,0.107,-1.5,0.1,2022-23,201588,18.1,108.8,106.9,USA,USA,2,0.3154
Georges Niang,PHI,76,10.7,0.594,16.8,0.077,-1.9,0.0,2021-22,1627777,22.8,110.9,109.0,USA,USA,3,0.3555
Georges Niang,PHI,78,10.9,0.61,17.0,0.078,-1.4,0.2,2022-23,1627777,19.4,112.5,111.1,USA,USA,3,0.4021
Georges Niang,CLE,82,9.9,0.583,17.6,0.064,-2.9,-0.4,2023-24,1627777,22.3,114.4,113.9,USA,USA,3,0.4234
Giannis Antetokounmpo,MIL,67,32.1,0.633,34.9,0.281,11.2,7.4,2021-22,203507,32.9,115.9,107.9,Greece,International,3,0.6696
Giannis Antetokounmpo,MIL,63,29.0,0.605,38.8,0.204,8.5,5.4,2022-23,203507,32.1,116.4,109.2,Greece,International,3,0.6357
Giannis Antetokounmpo,MIL,73,29.9,0.649,33.0,0.246,9.0,7.2,2023-24,203507,35.2,119.8,113.2,Greece,International,3,0.7309
Gordon Hayward,CHA,49,15.1,0.57,20.7,0.087,-0.7,0.5,2021-22,202330,31.9,110.7,111.0,USA,USA,3,0.4106
Gordon Hayward,CHA,50,13.5,0.563,20.0,0.059,-1.4,0.2,2022-23,202330,31.5,108.4,111.7,USA,USA,3,0.3862
Gordon Hayward,OKC,51,12.8,0.548,18.4,0.058,-2.1,0.0,2023-24,202330,24.4,112.0,118.0,USA,USA,3,0.4699
Grant Williams,BOS,77,11.2,0.635,12.6,0.13,-0.4,0.8,2021-22,1629684,24.4,112.5,108.0,USA,USA,3,0.379
Grant Williams,BOS,79,10.3,0.605,13.1,0.104,-1.1,0.5,2022-23,1629684,25.9,114.9,109.0,USA,USA,3,0.3784
Grant Williams,CHA,76,10.6,0.588,15.9,0.059,-2.6,-0.3,2023-24,1629684,28.0,110.8,116.6,USA,USA,3,0.4417
Grayson Allen,MIL,66,12.7,0.609,15.2,0.11,0.4,1.1,2021-22,1628960,27.3,112.5,107.5,USA,USA,3,0.375
Grayson Allen,MIL,72,12.3,0.612,14.6,0.123,0.1,1.0,2022-23,1628960,27.4,113.9,109.1,USA,USA,3,0.403
Grayson Allen,PHX,75,13.8,0.679,14.5,0.132,1.3,2.0,2023-24,1628960,33.5,119.0,113.9,USA,USA,3,0.5346
Hamidou Diallo,DET,58,15.7,0.541,21.8,0.079,-0.5,0.5,2021-22,1628977,21.9,103.1,110.7,USA,USA,2,0.365
Hamidou Diallo,DET,56,15.7,0.593,21.8,0.063,-1.4,0.1,2022-23,1628977,17.8,108.9,109.5,USA,USA,2,0.3836
Harrison Barnes,SAC,77,15.7,0.623,18.8,0.112,0.2,1.4,2021-22,203084,33.6,110.0,116.7,USA,USA,3,0.5167
Harrison Barnes,SAC,82,14.1,0.632,17.1,0.118,-1.0,0.7,2022-23,203084,32.5,120.0,115.2,USA,USA,3,0.5271
Harrison Barnes,SAC,82,11.9,0.611,15.7,0.094,-1.8,0.1,2023-24,203084,29.0,114.1,115.7,USA,USA,3,0.4731
Haywood Highsmith,MIA,54,8.5,0.517,12.5,0.046,-3.1,-0.3,2022-23,1629312,18.0,104.8,110.0,USA,USA,2,0.274
Haywood Highsmith,MIA,66,11.1,0.587,12.4,0.108,-0.7,0.5,2023-24,1629312,20.7,110.1,109.0,USA,USA,2,0.3525
Herbert Jones,NOP,78,12.3,0.573,13.7,0.096,-0.5,0.9,2021-22,1630529,29.9,112.2,110.2,USA,USA,3,0.3808
Herbert Jones,NOP,66,12.1,0.567,14.5,0.104,-0.3,0.8,2022-23,1630529,29.6,115.8,111.8,USA,USA,3,0.4214
Herbert Jones,NOP,76,13.2,0.636,14.1,0.131,0.6,1.6,2023-24,1630529,30.5,116.4,111.0,USA,USA,3,0.4584
Immanuel Quickley,NYK,78,14.6,0.543,22.2,0.113,0.2,1.0,2021-22,1630193,23.1,111.4,104.8,USA,USA,3,0.3386
Immanuel Quickley,NYK,81,16.3,0.578,20.9,0.137,1.7,2.1,2022-23,1630193,28.9,114.3,108.1,USA,USA,3,0.4306
Immanuel Quickley,TOR,68,16.7,0.577,23.8,0.115,1.3,1.7,2023-24,1630193,29.2,113.2,114.2,USA,USA,3,0.5081
Isaac Okoro,CLE,67,10.4,0.589,12.4,0.103,-1.7,0.1,2021-22,1630171,29.6,112.4,109.3,USA,USA,3,0.3575
Isaac Okoro,CLE,76,10.7,0.614,11.9,0.122,-0.3,0.7,2022-23,1630171,21.7,114.5,109.0,USA,USA,3,0.387
Isaac Okoro,CLE,69,11.4,0.599,13.9,0.106,-1.1,0.4,2023-24,1630171,27.3,113.1,110.7,USA,USA,3,0.397
Isaiah Hartenstein,LAC,68,22.0,0.664,18.4,0.215,4.5,2.0,2021-22,1628392,17.9,112.1,105.0,Germany,International,3,0.4538
Isaiah Hartenstein,NYK,82,14.2,0.567,11.2,0.136,-0.3,0.7,2022-23,1628392,19.9,114.6,110.2,Germany,International,3,0.3981
Isaiah Hartenstein,NYK,75,18.9,0.67,12.0,0.204,3.5,2.6,2023-24,1628392,25.3,120.3,110.3,Germany,International,3,0.5297
Isaiah Joe,OKC,73,14.5,0.626,17.7,0.131,0.9,1.0,2022-23,1630198,19.1,117.3,112.2,USA,USA,2,0.4888
Isaiah Joe,OKC,78,13.4,0.626,16.6,0.116,0.9,1.0,2023-24,1630198,18.5,116.6,107.5,USA,USA,2,0.4103
Isaiah Stewart,DET,71,14.0,0.55,14.6,0.091,-3.3,-0.6,2021-22,1630191,25.6,102.6,112.1,USA,USA,3,0.3399
Isaiah Stewart,DET,50,13.1,0.56,17.3,0.068,-2.1,0.0,2022-23,1630191,28.3,108.9,116.9,USA,USA,3,0.4456
Isaiah Stewart,DET,46,11.3,0.6,14.5,0.056,-2.3,-0.1,2023-24,1630191,30.9,110.3,114.5,USA,USA,3,0.4142
Ish Smith,WAS,65,12.5,0.465,20.1,0.023,-2.9,-0.2,2021-22,202397,17.3,107.1,113.8,USA,USA,2,0.3493
Ish Smith,CHA,43,6.8,0.435,12.3,-0.025,-6.8,-0.9,2023-24,202397,17.2,101.7,119.2,USA,USA,2,0.3069
Ivica Zubac,LAC,76,19.2,0.66,16.8,0.187,0.7,1.3,2021-22,1627826,24.4,108.7,112.2,Croatia,International,3,0.492
Ivica Zubac,LAC,76,16.7,0.661,14.8,0.149,-0.9,0.6,2022-23,1627826,28.5,112.8,113.4,Croatia,International,3,0.4899
Ivica Zubac,LAC,68,19.3,0.671,16.4,0.182,0.8,1.3,2023-24,1627826,26.4,117.1,112.4,Croatia,International,3,0.5347
Ja Morant,MEM,57,24.4,0.575,33.7,0.171,6.1,3.9,2021-22,1629630,33.1,115.3,111.2,USA,USA,2,0.5851
Ja Morant,MEM,61,23.3,0.557,34.9,0.148,5.7,3.8,2022-23,1629630,31.9,115.8,108.5,USA,USA,2,0.5357
Jabari Smith Jr,HOU,79,11.2,0.514,18.4,0.037,-3.7,-1.1,2022-23,1631095,31.0,109.1,120.4,USA,USA,2,0.4515
Jabari Smith Jr,HOU,76,13.8,0.571,17.6,0.111,-0.4,1.0,2023-24,1631095,31.9,111.9,113.8,USA,USA,2,0.4513
Jaden Ivey,DET,74,12.1,0.528,25.4,-0.001,-3.3,-0.7,2022-23,1631093,31.1,107.1,120.1,USA,USA,2,0.4636
Jaden Ivey,DET,77,12.4,0.536,24.9,0.01,-3.1,-0.6,2023-24,1631093,28.8,109.9,117.7,USA,USA,2,0.4509
Jaden McDaniels,MIN,70,10.3,0.553,15.3,0.065,-2.9,-0.4,2021-22,1630183,25.8,109.9,109.3,USA,USA,3,0.3227
Jaden McDaniels,MIN,79,12.0,0.611,15.8,0.087,-1.2,0.5,2022-23,1630183,30.6,113.6,111.6,USA,USA,3,0.4188
Jaden McDaniels,MIN,72,9.4,0.571,15.7,0.077,-2.6,-0.3,2023-24,1630183,29.2,114.2,110.4,USA,USA,3,0.3683
Jae Crowder,PHX,67,11.3,0.541,14.6,0.11,1.1,1.5,2021-22,203109,28.1,116.1,105.9,USA,USA,2,0.3431
Jae Crowder,MIL,50,8.9,0.546,11.5,0.065,-2.6,-0.2,2023-24,203109,23.1,112.3,114.9,USA,USA,2,0.3915
JaeSean Tate,HOU,78,14.3,0.567,19.6,0.071,-1.8,0.1,2021-22,1630256,26.4,105.3,114.2,USA,USA,2,0.4099
JaeSean Tate,HOU,65,9.3,0.538,11.7,0.082,-2.3,-0.1,2023-24,1630256,15.9,110.1,105.0,USA,USA,2,0.2537
Jakob Poeltl,SAS,68,20.8,0.613,18.3,0.168,1.6,1.7,2021-22,1627751,29.0,115.2,111.8,Austria,International,3,0.5086
Jakob Poeltl,TOR,72,21.0,0.635,18.2,0.15,1.9,1.9,2022-23,1627751,26.5,112.4,115.5,Austria,International,3,0.5513
Jakob Poeltl,TOR,50,18.9,0.653,16.2,0.138,0.7,0.9,2023-24,1627751,26.4,113.6,114.2,Austria,International,3,0.5176
Jalen Brunson,DAL,79,17.1,0.583,21.9,0.143,0.9,1.9,2021-22,1628973,31.9,113.8,109.4,USA,USA,3,0.4511
Jalen Brunson,NYK,68,21.2,0.597,27.2,0.175,3.9,3.5,2022-23,1628973,35.0,119.2,117.1,USA,USA,3,0.6483
Jalen Brunson,NYK,77,23.4,0.592,32.5,0.198,5.8,5.4,2023-24,1628973,35.4,121.2,112.6,USA,USA,3,0.6472
Jalen Duren,DET,67,17.3,0.655,14.3,0.129,-0.8,0.5,2022-23,1631105,24.9,108.0,116.2,USA,USA,2,0.4972
Jalen Duren,DET,61,18.7,0.653,18.5,0.13,-0.1,0.9,2023-24,1631105,29.1,109.3,117.0,USA,USA,2,0.5379
Jalen Green,HOU,67,12.5,0.547,23.7,0.015,-2.9,-0.5,2021-22,1630224,31.9,105.7,116.9,USA,USA,3,0.4242
Jalen Green,HOU,76,14.5,0.538,28.1,0.034,-2.1,0.0,2022-23,1630224,34.2,111.2,120.0,USA,USA,3,0.5216
Jalen Green,HOU,82,14.7,0.541,27.4,0.056,-0.5,1.0,2023-24,1630224,31.7,113.8,113.8,USA,USA,3,0.4686
Jalen McDaniels,CHA,55,12.7,0.595,15.3,0.093,-2.3,-0.1,2021-22,1629667,16.3,111.7,109.1,USA,USA,2,0.3643
Jalen McDaniels,PHI,80,11.8,0.557,17.2,0.068,-2.1,-0.1,2022-23,1629667,23.9,110.5,113.9,USA,USA,2,0.4064
Jalen Smith,IND,51,18.4,0.595,20.3,0.145,-0.5,0.3,2021-22,1630188,18.1,112.0,109.3,USA,USA,3,0.4289
Jalen Smith,IND,68,15.9,0.565,21.0,0.085,-2.1,0.0,2022-23,1630188,18.8,111.4,115.3,USA,USA,3,0.464
Jalen Smith,IND,61,20.7,0.682,19.4,0.182,2.4,1.2,2023-24,1630188,17.2,119.5,118.6,USA,USA,3,0.654
Jalen Suggs,ORL,48,8.6,0.455,25.3,-0.06,-5.6,-1.2,2021-22,1630591,27.2,100.6,107.8,USA,USA,3,0.1988
Jalen Suggs,ORL,53,12.5,0.528,20.3,0.053,-1.0,0.3,2022-23,1630591,23.5,109.7,111.0,USA,USA,3,0.3679
Jalen Suggs,ORL,75,14.1,0.602,19.7,0.112,1.0,1.5,2023-24,1630591,27.0,111.8,110.8,USA,USA,3,0.4395
Jalen Williams,OKC,75,15.6,0.601,18.4,0.119,0.3,1.3,2022-23,1631114,30.3,111.6,112.6,USA,USA,2,0.4605
Jalen Williams,OKC,71,19.1,0.621,23.7,0.157,2.3,2.4,2023-24,1631114,31.3,117.7,108.9,USA,USA,2,0.5019
Jamal Murray,DEN,65,18.0,0.571,26.1,0.116,1.3,1.8,2022-23,1627750,32.8,118.9,112.5,Canada,International,2,0.5217
Jamal Murray,DEN,59,20.7,0.586,27.9,0.153,4.1,2.9,2023-24,1627750,31.5,120.7,112.4,Canada,International,2,0.5784
James Harden,PHI,65,20.9,0.583,27.2,0.152,4.0,3.7,2021-22,201935,37.2,114.9,111.4,USA,USA,3,0.5401
James Harden,PHI,58,21.6,0.607,25.0,0.188,5.4,4.0,2022-23,201935,36.8,119.4,113.3,USA,USA,3,0.6082
James Harden,LAC,72,18.6,0.612,20.6,0.163,4.1,3.8,2023-24,201935,34.3,120.9,115.2,USA,USA,3,0.6039
James Wiseman,DET,45,15.6,0.589,21.2,0.077,-3.5,-0.3,2022-23,1630164,19.3,104.7,121.9,USA,USA,2,0.5217
James Wiseman,DET,63,14.8,0.637,16.3,0.094,-3.5,-0.4,2023-24,1630164,17.3,104.8,118.2,USA,USA,2,0.4752
Jaren Jackson Jr,MEM,78,17.0,0.535,25.4,0.121,-0.1,1.0,2021-22,1628991,27.3,113.9,106.0,USA,USA,3,0.3829
Jaren Jackson Jr,MEM,63,21.6,0.613,24.7,0.177,2.8,2.2,2022-23,1628991,28.4,116.4,106.6,USA,USA,3,0.4797
Jaren Jackson Jr,MEM,66,17.4,0.552,30.4,0.067,0.4,1.3,2023-24,1628991,32.2,106.6,113.9,USA,USA,3,0.469
Jarred Vanderbilt,MIN,74,15.3,0.612,10.9,0.153,0.2,1.1,2021-22,1629020,25.4,115.5,110.5,USA,USA,2,0.4353
Jarred Vanderbilt,LAL,78,15.1,0.604,13.6,0.132,1.1,1.5,2022-23,1629020,24.1,114.7,116.2,USA,USA,2,0.5143
Jarrett Allen,CLE,56,23.0,0.698,18.1,0.224,3.9,2.7,2021-22,1628386,32.3,110.0,106.7,USA,USA,3,0.4871
Jarrett Allen,CLE,68,19.9,0.67,16.4,0.205,2.4,2.4,2022-23,1628386,32.6,116.5,108.8,USA,USA,3,0.5054
Jarrett Allen,CLE,77,21.8,0.664,19.4,0.21,3.0,3.1,2023-24,1628386,31.7,115.5,110.7,USA,USA,3,0.5491
Jaylen Brown,BOS,66,18.9,0.574,30.5,0.124,2.1,2.2,2021-22,1627759,33.6,113.5,103.8,USA,USA,3,0.4074
Jaylen Brown,BOS,67,19.1,0.581,31.4,0.1,1.3,2.0,2022-23,1627759,35.9,116.6,111.2,USA,USA,3,0.5159
Jaylen Brown,BOS,70,18.6,0.58,28.9,0.121,0.7,1.6,2023-24,1627759,33.5,120.2,111.6,USA,USA,3,0.5285
Jaylen Nowell,MIN,62,16.8,0.581,21.0,0.138,0.8,0.7,2021-22,1629669,15.7,114.5,111.7,USA,USA,2,0.4707
Jaylen Nowell,MIN,65,13.7,0.527,25.0,0.046,-2.5,-0.2,2022-23,1629669,19.3,111.2,111.3,USA,USA,2,0.3873
Jayson Tatum,BOS,76,21.8,0.578,32.1,0.169,5.0,4.8,2021-22,1628369,35.9,115.5,103.4,USA,USA,3,0.4694
Jayson Tatum,BOS,74,23.7,0.607,32.7,0.185,5.5,5.1,2022-23,1628369,36.9,119.2,110.8,USA,USA,3,0.6138
Jayson Tatum,BOS,74,22.3,0.604,30.2,0.189,5.1,4.7,2023-24,1628369,35.7,121.7,110.5,USA,USA,3,0.604
Jeff Green,DEN,75,12.5,0.627,16.3,0.101,-2.5,-0.2,2021-22,201145,24.7,113.3,111.5,USA,USA,3,0.4201
Jeff Green,DEN,56,11.0,0.576,17.0,0.074,-3.4,-0.4,2022-23,201145,19.5,107.1,115.0,USA,USA,3,0.4047
Jeff Green,HOU,78,11.3,0.59,15.5,0.095,-2.1,0.0,2023-24,201145,16.8,109.7,112.7,USA,USA,3,0.4006
Jerami Grant,DET,47,16.1,0.556,25.7,0.075,1.2,1.2,2021-22,203924,31.9,102.9,110.7,USA,USA,3,0.3948
Jerami Grant,POR,63,16.0,0.606,22.8,0.087,-0.2,1.0,2022-23,203924,35.6,116.1,117.3,USA,USA,3,0.5493
Jerami Grant,POR,54,15.4,0.573,25.7,0.071,-0.1,0.9,2023-24,203924,33.9,107.8,117.5,USA,USA,3,0.505
Jeremiah RobinsonEarl,OKC,49,11.7,0.526,15.4,0.065,-2.2,-0.1,2021-22,1630526,22.2,101.1,110.9,USA,USA,2,0.3033
Jeremiah RobinsonEarl,OKC,43,13.0,0.548,14.6,0.111,-1.5,0.1,2022-23,1630526,18.9,112.9,113.8,USA,USA,2,0.4239
Jeremy Sochan,SAS,56,11.4,0.509,19.8,0.005,-4.0,-0.7,2022-23,1631110,26.0,110.6,117.6,Poland,International,2,0.4157
Jeremy Sochan,SAS,74,11.4,0.513,18.8,0.03,-3.4,-0.8,2023-24,1631110,29.6,108.1,115.0,Poland,International,2,0.3766
Jimmy Butler,MIA,57,23.6,0.592,26.5,0.228,6.3,4.0,2021-22,202710,33.9,114.4,108.4,USA,USA,3,0.5408
Jimmy Butler,MIA,64,27.6,0.647,25.6,0.277,8.7,5.8,2022-23,202710,33.4,114.9,113.7,USA,USA,3,0.6807
Jimmy Butler,MIA,60,22.0,0.626,24.0,0.214,4.6,3.4,2023-24,202710,34.0,116.0,110.5,USA,USA,3,0.5608
Joe Ingles,MIL,46,10.7,0.616,12.6,0.107,-0.7,0.3,2022-23,204060,22.7,114.9,112.4,Australia,International,2,0.4291
Joe Ingles,ORL,68,10.6,0.612,11.6,0.108,-0.5,0.5,2023-24,204060,17.2,116.1,110.3,Australia,International,2,0.4032
Joel Embiid,PHI,68,31.2,0.616,37.2,0.252,9.2,6.5,2021-22,203954,33.8,115.6,107.8,Cameroon,International,2,0.6431
Joel Embiid,PHI,66,31.4,0.655,37.0,0.259,9.2,6.4,2022-23,203954,34.6,119.0,110.2,Cameroon,International,2,0.7072
John Collins,ATL,54,18.7,0.61,20.5,0.146,1.5,1.5,2021-22,1628381,30.8,113.5,112.7,USA,USA,3,0.505
John Collins,ATL,71,13.6,0.593,17.1,0.095,-1.3,0.4,2022-23,1628381,30.0,115.0,115.2,USA,USA,3,0.4778
John Collins,UTA,68,17.5,0.621,20.4,0.11,-0.9,0.5,2023-24,1628381,28.0,114.2,121.7,USA,USA,3,0.6028
John Konchar,MEM,72,14.0,0.615,9.9,0.155,1.5,1.2,2021-22,1629723,17.9,109.7,107.0,USA,USA,3,0.3618
