player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality,player_origin,seasons_played,composite_score
John Konchar,MEM,72,10.8,0.542,10.4,0.111,0.5,0.9,2022-23,1629723,20.7,114.6,107.5,USA,USA,3,0.3359
John Konchar,MEM,55,11.4,0.537,9.7,0.091,-0.4,0.5,2023-24,1629723,21.3,106.3,112.2,USA,USA,3,0.3466
Jonas Valanciunas,NOP,74,21.2,0.617,23.8,0.156,1.9,2.2,2021-22,202685,30.3,111.4,110.2,Lithuania,International,3,0.4927
Jonas Valanciunas,NOP,79,19.3,0.61,23.4,0.142,-0.4,0.8,2022-23,202685,24.9,112.8,113.5,Lithuania,International,3,0.5114
Jonas Valanciunas,NOP,82,19.8,0.619,20.8,0.177,1.2,1.6,2023-24,202685,23.5,117.3,113.4,Lithuania,International,3,0.5486
Jonathan Kuminga,GSW,70,15.2,0.6,22.7,0.123,-1.5,0.1,2021-22,1630228,16.9,109.5,107.5,DRC,International,3,0.3821
Jonathan Kuminga,GSW,67,13.3,0.597,19.6,0.084,-1.7,0.1,2022-23,1630228,20.8,111.7,113.0,DRC,International,3,0.4356
Jonathan Kuminga,GSW,74,17.0,0.598,24.1,0.113,-0.4,0.8,2023-24,1630228,26.3,115.1,112.2,DRC,International,3,0.4864
Jordan Clarkson,UTA,79,14.9,0.532,26.8,0.079,-0.6,0.7,2021-22,203903,27.1,115.7,107.0,USA,USA,3,0.3852
Jordan Clarkson,UTA,61,14.7,0.558,27.8,0.042,-1.4,0.3,2022-23,203903,32.6,117.4,116.6,USA,USA,3,0.5181
Jordan Clarkson,UTA,55,12.7,0.521,26.1,0.006,-4.5,-1.1,2023-24,203903,30.6,113.9,119.7,USA,USA,3,0.4856
Jordan Goodwin,WAS,62,14.8,0.531,17.3,0.097,0.7,0.8,2022-23,1630692,17.8,107.1,111.7,USA,USA,2,0.3865
Jordan Goodwin,MEM,57,12.6,0.451,19.0,0.054,-1.0,0.3,2023-24,1630692,18.5,105.6,109.7,USA,USA,2,0.2986
Jordan Nwora,MIL,62,9.9,0.506,19.4,0.025,-4.1,-0.6,2021-22,1629670,19.1,109.5,112.5,USA,USA,2,0.3413
Jordan Nwora,IND,62,12.2,0.561,19.4,0.06,-2.1,0.0,2022-23,1629670,19.2,107.0,117.2,USA,USA,2,0.4437
Jordan Poole,GSW,76,16.1,0.598,26.0,0.126,1.0,1.7,2021-22,1629673,30.0,112.1,105.5,USA,USA,3,0.4018
Jordan Poole,GSW,82,14.6,0.573,29.2,0.063,-1.9,0.1,2022-23,1629673,30.0,111.0,111.8,USA,USA,3,0.4378
Jordan Poole,WAS,78,12.1,0.529,26.4,-0.013,-3.9,-1.2,2023-24,1629673,30.1,108.4,119.5,USA,USA,3,0.4559
Jose Alvarado,NOP,54,16.4,0.52,18.4,0.121,1.9,0.8,2021-22,1630631,15.4,112.1,104.8,USA,USA,3,0.3326
Jose Alvarado,NOP,61,11.8,0.525,19.8,0.066,-1.2,0.3,2022-23,1630631,21.5,112.1,108.4,USA,USA,3,0.342
Jose Alvarado,NOP,56,12.5,0.54,17.3,0.097,-0.1,0.5,2023-24,1630631,18.4,117.3,105.2,USA,USA,3,0.3365
Josh Giddey,OKC,54,13.3,0.478,22.2,0.01,-0.9,0.5,2021-22,1630581,31.5,101.1,109.4,Australia,International,3,0.2857
Josh Giddey,OKC,76,17.1,0.533,24.6,0.081,1.2,1.9,2022-23,1630581,31.1,111.8,114.0,Australia,International,3,0.4767
Josh Giddey,OKC,80,16.6,0.547,23.1,0.102,1.5,1.8,2023-24,1630581,25.1,119.6,111.5,Australia,International,3,0.4839
Josh Green,DAL,67,11.9,0.578,13.9,0.111,-1.0,0.3,2021-22,1630182,15.5,107.5,103.8,Australia,International,3,0.2731
Josh Green,DAL,60,11.2,0.645,14.6,0.082,-2.4,-0.2,2022-23,1630182,25.7,115.3,112.8,Australia,International,3,0.4381
Josh Green,DAL,57,9.9,0.588,13.1,0.071,-2.7,-0.3,2023-24,1630182,26.4,116.7,118.8,Australia,International,3,0.4896
Josh Hart,POR,54,16.1,0.61,18.6,0.117,0.9,1.3,2021-22,1628404,33.2,108.4,113.2,USA,USA,3,0.4614
Josh Hart,NYK,76,14.1,0.622,12.6,0.118,0.9,1.8,2022-23,1628404,32.3,119.4,113.5,USA,USA,3,0.4963
Josh Hart,NYK,81,11.8,0.522,13.5,0.1,0.0,1.4,2023-24,1628404,33.4,117.2,110.6,USA,USA,3,0.3939
Josh Okogie,PHX,72,13.3,0.531,17.7,0.101,-0.2,0.6,2022-23,1629006,18.8,112.9,108.0,Nigeria,International,2,0.3563
Josh Okogie,PHX,60,12.0,0.552,13.0,0.104,-0.5,0.4,2023-24,1629006,16.0,112.8,111.5,Nigeria,International,2,0.3889
Josh Richardson,SAS,65,12.8,0.573,17.6,0.106,0.1,0.9,2021-22,1626196,24.6,112.3,107.8,USA,USA,3,0.3696
Josh Richardson,NOP,65,12.3,0.555,18.4,0.055,-1.2,0.3,2022-23,1626196,23.5,108.4,113.6,USA,USA,3,0.3999
Josh Richardson,MIA,43,11.4,0.573,16.5,0.093,-1.3,0.2,2023-24,1626196,25.6,108.7,113.7,USA,USA,3,0.4108
Jrue Holiday,MIL,67,19.8,0.593,23.5,0.15,3.2,2.9,2021-22,201950,32.9,118.2,109.7,USA,USA,3,0.5104
Jrue Holiday,MIL,67,19.2,0.586,25.0,0.148,3.1,2.8,2022-23,201950,32.6,117.0,107.9,USA,USA,3,0.4799
Jrue Holiday,BOS,69,14.4,0.597,16.3,0.133,2.1,2.4,2023-24,201950,32.8,120.6,110.9,USA,USA,3,0.4846
Julius Randle,NYK,72,15.7,0.509,28.7,0.059,0.5,1.6,2021-22,203944,35.3,108.0,111.6,USA,USA,3,0.4168
Julius Randle,NYK,77,20.3,0.581,29.5,0.142,3.7,3.9,2022-23,203944,35.5,118.1,115.4,USA,USA,3,0.6113
Julius Randle,NYK,46,18.9,0.569,29.9,0.113,1.9,1.6,2023-24,203944,35.4,119.7,113.8,USA,USA,3,0.5585
Justin Holiday,SAC,74,9.5,0.543,15.8,0.033,-2.2,-0.1,2021-22,203200,27.8,108.8,113.9,USA,USA,2,0.3702
Justin Holiday,DAL,46,6.6,0.494,14.1,0.008,-3.9,-0.3,2022-23,203200,15.4,104.8,113.9,USA,USA,2,0.3031
Jusuf Nurkic,POR,56,20.0,0.586,23.6,0.11,0.3,0.9,2021-22,203994,28.2,109.9,110.1,Bosnia and Herzegovina,International,3,0.4394
Jusuf Nurkic,POR,52,17.3,0.589,22.1,0.092,0.1,0.7,2022-23,203994,26.8,114.6,114.3,Bosnia and Herzegovina,International,3,0.4976
Jusuf Nurkic,PHX,76,17.4,0.559,19.1,0.133,1.1,1.6,2023-24,203994,27.3,120.5,111.3,Bosnia and Herzegovina,International,3,0.4848
KJ Martin,HOU,79,14.3,0.603,16.3,0.084,-1.2,0.4,2021-22,1630231,21.0,108.5,115.4,USA,USA,2,0.4509
KJ Martin,HOU,82,15.4,0.635,16.4,0.103,-0.7,0.7,2022-23,1630231,28.0,110.6,118.7,USA,USA,2,0.5307
KarlAnthony Towns,MIN,74,24.1,0.64,27.8,0.199,5.0,4.4,2021-22,1626157,33.5,116.9,111.6,USA,USA,2,0.6082
KarlAnthony Towns,MIN,62,18.8,0.625,27.4,0.148,2.5,2.3,2023-24,1626157,32.7,116.3,109.1,USA,USA,2,0.5094
Kawhi Leonard,LAC,52,23.9,0.623,27.0,0.194,6.1,3.5,2022-23,202695,33.6,118.2,112.1,USA,USA,2,0.6078
Kawhi Leonard,LAC,68,23.2,0.626,26.5,0.184,5.5,4.4,2023-24,202695,34.3,119.3,111.1,USA,USA,2,0.5971
Keegan Murray,SAC,80,12.3,0.597,15.8,0.087,-0.6,0.8,2022-23,1631099,29.8,118.8,117.1,USA,USA,2,0.5167
Keegan Murray,SAC,77,13.3,0.569,18.1,0.096,-0.9,0.8,2023-24,1631099,33.6,116.2,113.4,USA,USA,2,0.4571
Keita BatesDiop,SAS,59,12.4,0.578,14.8,0.08,-2.6,-0.1,2021-22,1628966,16.2,107.0,106.2,USA,USA,2,0.2894
Keita BatesDiop,SAS,67,14.9,0.609,16.7,0.089,-0.6,0.5,2022-23,1628966,21.7,108.1,116.6,USA,USA,2,0.4754
Keldon Johnson,SAS,75,15.2,0.574,21.3,0.098,-0.5,0.9,2021-22,1629640,31.9,113.2,111.1,USA,USA,3,0.4341
Keldon Johnson,SAS,63,15.3,0.551,27.9,0.03,-1.8,0.1,2022-23,1629640,32.8,110.2,121.4,USA,USA,3,0.5431
Keldon Johnson,SAS,69,14.2,0.565,21.9,0.071,-1.7,0.2,2023-24,1629640,29.5,108.5,116.1,USA,USA,3,0.4583
Kelly Olynyk,UTA,68,14.4,0.643,17.8,0.106,0.4,1.2,2022-23,203482,28.6,116.4,116.0,Canada,International,2,0.5341
Kelly Olynyk,TOR,78,17.4,0.661,17.5,0.133,1.8,1.7,2023-24,203482,22.5,111.7,119.1,Canada,International,2,0.5865
Kelly Oubre Jr,CHA,76,14.9,0.56,23.0,0.079,-1.4,0.3,2021-22,1626162,26.3,112.3,112.4,USA,USA,3,0.434
Kelly Oubre Jr,CHA,48,14.8,0.534,26.5,0.051,-1.1,0.3,2022-23,1626162,32.2,107.6,115.3,USA,USA,3,0.4466
Kelly Oubre Jr,PHI,68,13.5,0.535,22.4,0.07,-2.3,-0.1,2023-24,1626162,30.2,114.1,114.0,USA,USA,3,0.4391
Kenrich Williams,OKC,49,13.3,0.532,15.6,0.081,-0.3,0.5,2021-22,1629026,21.9,102.0,100.3,USA,USA,2,0.1883
Kenrich Williams,OKC,53,14.4,0.585,13.7,0.133,0.5,0.8,2022-23,1629026,22.8,113.3,109.2,USA,USA,2,0.3978
Kentavious CaldwellPope,WAS,77,12.6,0.568,19.0,0.058,-1.5,0.3,2021-22,203484,30.2,109.1,113.8,USA,USA,3,0.4134
Kentavious CaldwellPope,DEN,76,11.5,0.598,14.1,0.091,-1.0,0.6,2022-23,203484,31.3,121.4,111.5,USA,USA,3,0.4432
Kentavious CaldwellPope,DEN,76,10.7,0.602,12.9,0.096,-1.4,0.4,2023-24,203484,31.6,122.4,111.0,USA,USA,3,0.4345
Kevin Durant,BKN,55,25.6,0.634,31.2,0.198,7.2,4.8,2021-22,201142,37.2,116.2,109.7,USA,USA,3,0.6045
Kevin Durant,PHX,47,25.9,0.677,30.7,0.194,7.1,3.9,2022-23,201142,35.6,117.1,110.3,USA,USA,3,0.6245
Kevin Durant,PHX,75,21.2,0.626,29.0,0.142,4.0,4.3,2023-24,201142,37.2,118.1,113.3,USA,USA,3,0.6047
Kevin Huerter,ATL,74,11.9,0.57,17.5,0.062,-1.2,0.4,2021-22,1628989,29.6,116.4,112.5,USA,USA,3,0.4255
Kevin Huerter,SAC,75,15.2,0.617,19.9,0.107,1.0,1.7,2022-23,1628989,29.4,121.0,116.6,USA,USA,3,0.5691
Kevin Huerter,SAC,64,12.4,0.564,17.3,0.089,-0.8,0.5,2023-24,1628989,24.4,117.5,115.0,USA,USA,3,0.4734
Kevin Love,CLE,74,19.6,0.594,25.1,0.164,4.5,2.7,2021-22,201567,22.5,108.9,107.4,USA,USA,3,0.4507
Kevin Love,MIA,62,13.1,0.548,19.2,0.099,0.6,0.8,2022-23,201567,20.0,113.7,109.8,USA,USA,3,0.3992
Kevin Love,MIA,55,18.5,0.597,21.9,0.17,3.6,1.3,2023-24,201567,16.8,114.7,108.2,USA,USA,3,0.4634
Kevin Porter Jr,HOU,61,13.5,0.531,24.1,0.021,-1.6,0.2,2021-22,1629645,31.3,108.3,114.9,USA,USA,2,0.4189
Kevin Porter Jr,HOU,59,16.2,0.565,24.3,0.068,0.6,1.3,2022-23,1629645,34.3,111.2,119.5,USA,USA,2,0.5463
Kevon Looney,GSW,82,15.7,0.586,12.2,0.187,0.9,1.3,2021-22,1626172,21.1,113.2,107.2,USA,USA,3,0.3909
Kevon Looney,GSW,82,17.8,0.639,10.6,0.212,2.1,2.0,2022-23,1626172,23.9,116.4,112.0,USA,USA,3,0.508
Kevon Looney,GSW,74,15.1,0.62,11.3,0.162,0.6,0.8,2023-24,1626172,16.1,115.4,114.0,USA,USA,3,0.4884
Khris Middleton,MIL,66,18.1,0.577,26.7,0.119,1.6,1.9,2021-22,203114,32.4,115.0,109.6,USA,USA,2,0.4723
Khris Middleton,MIL,55,17.0,0.595,23.9,0.109,1.1,1.2,2023-24,203114,27.0,118.0,114.6,USA,USA,2,0.5374
Killian Hayes,DET,66,9.3,0.461,15.7,0.014,-3.5,-0.6,2021-22,1630165,25.0,102.6,112.9,France,International,3,0.2823
Killian Hayes,DET,76,10.2,0.455,20.5,-0.012,-3.8,-1.0,2022-23,1630165,28.3,106.7,117.6,France,International,3,0.3699
Killian Hayes,DET,42,10.5,0.474,15.1,0.032,-2.7,-0.2,2023-24,1630165,24.0,106.5,117.6,France,International,3,0.3812
Klay Thompson,GSW,69,14.7,0.576,26.4,0.066,-0.3,1.0,2022-23,202691,33.0,115.4,112.6,USA,USA,2,0.4732
Klay Thompson,GSW,77,13.9,0.576,24.2,0.075,-0.4,0.9,2023-24,202691,29.7,115.8,116.1,USA,USA,2,0.5139
Kristaps Porzingis,WAS,51,23.7,0.577,29.5,0.18,3.9,2.2,2021-22,204001,29.0,109.9,109.5,Latvia,International,3,0.5043
Kristaps Porzingis,WAS,65,23.1,0.627,27.4,0.174,4.3,3.4,2022-23,204001,32.6,116.2,114.8,Latvia,International,3,0.6218
Kristaps Porzingis,BOS,57,23.2,0.647,25.1,0.226,5.1,3.0,2023-24,204001,29.6,120.8,109.6,Latvia,International,3,0.5889
Kyle Anderson,MEM,69,14.4,0.506,16.2,0.113,1.2,1.2,2021-22,203937,21.5,110.3,108.3,USA,USA,3,0.3501
Kyle Anderson,MIN,69,14.8,0.583,14.4,0.125,2.5,2.2,2022-23,203937,28.4,113.9,111.7,USA,USA,3,0.4518
Kyle Anderson,MIN,79,12.7,0.513,14.5,0.121,1.1,1.4,2023-24,203937,22.6,110.1,105.1,USA,USA,3,0.301
Kyle Kuzma,WAS,66,15.2,0.547,24.2,0.044,-0.2,1.0,2021-22,1628398,33.4,108.2,114.3,USA,USA,3,0.4397
Kyle Kuzma,WAS,64,14.3,0.544,27.9,0.019,-1.7,0.2,2022-23,1628398,35.0,112.9,112.6,USA,USA,3,0.4285
Kyle Kuzma,WAS,70,15.7,0.547,29.7,0.004,-1.1,0.5,2023-24,1628398,32.6,109.7,120.8,USA,USA,3,0.5361
Kyle Lowry,MIA,63,15.0,0.6,18.2,0.143,2.0,2.1,2021-22,200768,33.9,112.5,106.6,USA,USA,3,0.4001
Kyle Lowry,MIA,55,12.6,0.565,16.7,0.096,0.2,0.9,2022-23,200768,31.2,112.4,111.3,USA,USA,3,0.4078
Kyle Lowry,PHI,60,10.9,0.594,12.9,0.1,-1.0,0.4,2023-24,200768,28.2,111.4,111.6,USA,USA,3,0.393
Kyrie Irving,DAL,60,22.4,0.613,28.9,0.159,4.1,3.5,2022-23,202681,37.3,117.9,113.2,Australia,International,2,0.6011
Kyrie Irving,DAL,58,21.9,0.608,28.1,0.163,4.9,3.6,2023-24,202681,35.0,119.6,112.6,Australia,International,2,0.5995
Lamar Stevens,CLE,63,11.3,0.544,17.1,0.078,-2.9,-0.2,2021-22,1630205,16.1,108.4,109.7,USA,USA,2,0.3327
Lamar Stevens,CLE,62,9.5,0.524,13.6,0.08,-2.8,-0.2,2022-23,1630205,18.1,112.2,111.1,USA,USA,2,0.3445
Landry Shamet,PHX,69,10.2,0.55,16.8,0.085,-1.2,0.3,2021-22,1629013,20.8,107.8,102.9,USA,USA,2,0.2481
Landry Shamet,WAS,46,10.5,0.556,18.8,0.022,-4.0,-0.4,2023-24,1629013,15.8,109.3,119.2,USA,USA,2,0.4502
Larry Nance Jr,NOP,46,14.4,0.59,12.8,0.104,-0.1,0.5,2021-22,1626204,22.6,110.7,112.6,USA,USA,3,0.4172
Larry Nance Jr,NOP,65,16.0,0.649,11.9,0.171,2.0,1.4,2022-23,1626204,21.2,114.1,107.4,USA,USA,3,0.4213
Larry Nance Jr,NOP,61,14.9,0.653,11.3,0.16,2.0,1.2,2023-24,1626204,19.9,111.7,108.4,USA,USA,3,0.4153
Lauri Markkanen,CLE,61,14.7,0.582,19.5,0.127,0.4,1.1,2021-22,1628374,30.8,113.9,109.9,Finland,International,3,0.4301
Lauri Markkanen,UTA,66,22.1,0.64,26.6,0.173,3.8,3.3,2022-23,1628374,34.4,117.4,113.6,Finland,International,3,0.6073
Lauri Markkanen,UTA,55,21.5,0.631,25.0,0.163,3.6,2.6,2023-24,1628374,33.1,117.6,116.9,Finland,International,3,0.6334
LeBron James,LAL,56,26.2,0.619,32.3,0.172,7.7,5.1,2021-22,2544,37.2,110.9,113.5,USA,USA,3,0.6276
LeBron James,LAL,55,23.9,0.583,33.3,0.138,6.1,4.0,2022-23,2544,35.5,115.6,111.0,USA,USA,3,0.5742
LeBron James,LAL,71,23.7,0.63,29.2,0.164,6.5,5.4,2023-24,2544,35.3,117.4,113.6,USA,USA,3,0.6391
Lonnie Walker IV,SAS,70,12.3,0.512,23.6,0.037,-2.5,-0.2,2021-22,1629022,23.0,108.5,111.5,USA,USA,3,0.3602
Lonnie Walker IV,LAL,56,12.2,0.57,20.2,0.066,-1.4,0.2,2022-23,1629022,23.2,108.8,116.1,USA,USA,3,0.4492
Lonnie Walker IV,BKN,58,13.1,0.545,24.4,0.038,-1.4,0.2,2023-24,1629022,17.4,111.3,111.8,USA,USA,3,0.4019
Luguentz Dort,OKC,51,12.3,0.541,23.3,0.04,-2.3,-0.1,2021-22,1629652,32.7,101.9,110.1,Canada,International,3,0.3235
Luguentz Dort,OKC,74,11.3,0.513,19.8,0.062,-3.0,-0.6,2022-23,1629652,30.7,115.0,114.1,Canada,International,3,0.412
Luguentz Dort,OKC,79,11.1,0.593,15.4,0.097,-1.6,0.2,2023-24,1629652,28.4,119.9,112.1,Canada,International,3,0.4429
Luka Doncic,DAL,65,25.1,0.571,37.4,0.159,8.2,5.9,2021-22,1629029,35.4,113.8,110.3,Slovenia,International,3,0.5975
Luka Doncic,DAL,66,28.7,0.609,37.6,0.204,8.9,6.6,2022-23,1629029,36.2,118.1,116.0,Slovenia,International,3,0.7412
Luka Doncic,DAL,70,28.1,0.617,36.0,0.22,9.9,8.0,2023-24,1629029,37.5,119.6,113.8,Slovenia,International,3,0.732
Luke Kennard,LAC,70,13.3,0.619,16.8,0.113,0.5,1.2,2021-22,1628379,27.4,110.0,106.6,USA,USA,2,0.3647
Luke Kennard,MEM,59,13.0,0.684,14.5,0.124,0.5,0.8,2022-23,1628379,22.3,116.5,109.1,USA,USA,2,0.4443
Malaki Branham,SAS,66,9.5,0.524,19.1,-0.004,-5.2,-1.3,2022-23,1631103,23.5,108.3,119.4,USA,USA,2,0.4156
Malaki Branham,SAS,75,8.7,0.526,19.8,-0.008,-5.6,-1.5,2023-24,1631103,21.3,105.9,117.0,USA,USA,2,0.3691
Malik Beasley,MIN,79,11.9,0.544,19.4,0.069,-0.7,0.7,2021-22,1627736,25.0,112.1,110.1,USA,USA,3,0.3766
Malik Beasley,LAL,81,10.9,0.531,21.1,0.032,-2.0,0.0,2022-23,1627736,25.8,112.4,114.6,USA,USA,3,0.4157
Malik Beasley,MIL,79,10.3,0.603,14.6,0.073,-1.8,0.1,2023-24,1627736,29.6,118.3,112.6,USA,USA,3,0.432
Malik Monk,LAL,76,14.4,0.597,20.1,0.081,-0.5,0.8,2021-22,1628370,28.1,113.2,112.9,USA,USA,3,0.4545
Malik Monk,SAC,77,16.6,0.587,25.8,0.091,0.3,1.0,2022-23,1628370,22.3,113.8,112.7,USA,USA,3,0.4851
Malik Monk,SAC,72,16.0,0.564,25.9,0.09,0.6,1.2,2023-24,1628370,26.0,115.2,115.1,USA,USA,3,0.516
Marcus Morris Sr,LAC,54,13.7,0.549,23.2,0.074,-1.4,0.3,2021-22,202694,29.0,109.2,114.0,USA,USA,3,0.433
Marcus Morris Sr,LAC,65,10.5,0.534,17.6,0.053,-1.9,0.0,2022-23,202694,28.1,113.7,113.9,USA,USA,3,0.4065
Marcus Morris Sr,CLE,49,9.9,0.558,16.6,0.06,-3.8,-0.4,2023-24,202694,16.7,110.7,114.6,USA,USA,3,0.3982
Marcus Smart,BOS,71,13.6,0.54,18.3,0.116,0.5,1.5,2021-22,203935,32.3,114.5,105.2,USA,USA,2,0.3455
Marcus Smart,BOS,61,12.1,0.538,17.8,0.092,-1.0,0.5,2022-23,203935,32.1,118.1,111.7,USA,USA,2,0.4228
Markelle Fultz,ORL,60,16.6,0.564,21.3,0.1,0.5,1.2,2022-23,1628365,29.6,110.3,114.0,USA,USA,2,0.467
Markelle Fultz,ORL,43,12.6,0.492,18.8,0.069,-1.4,0.1,2023-24,1628365,21.2,109.6,109.0,USA,USA,2,0.3239
Marvin Bagley III,DET,48,15.7,0.551,19.8,0.084,-2.3,-0.1,2021-22,1628963,23.9,109.3,114.9,USA,USA,3,0.4371
Marvin Bagley III,DET,42,17.2,0.587,20.4,0.095,-0.9,0.3,2022-23,1628963,23.6,107.3,117.9,USA,USA,3,0.5003
Marvin Bagley III,WAS,50,19.4,0.629,21.0,0.122,-0.4,0.4,2023-24,1628963,21.1,109.5,115.5,USA,USA,3,0.5135
Mason Plumlee,CHA,73,14.7,0.603,11.7,0.127,0.0,0.9,2021-22,203486,24.6,110.5,109.6,USA,USA,2,0.3879
Mason Plumlee,LAC,79,19.6,0.689,15.2,0.185,2.2,2.2,2022-23,203486,26.0,111.5,117.4,USA,USA,2,0.5926
Matisse Thybulle,PHI,66,11.2,0.594,9.5,0.107,1.1,1.3,2021-22,1629680,25.5,110.9,107.2,USA,USA,3,0.3364
Matisse Thybulle,POR,71,10.5,0.552,10.6,0.086,-0.5,0.4,2022-23,1629680,16.9,109.9,110.3,USA,USA,3,0.3409
Matisse Thybulle,POR,65,10.4,0.537,10.6,0.072,0.6,0.9,2023-24,1629680,22.9,107.7,115.1,USA,USA,3,0.3931
Max Strus,MIA,68,12.7,0.614,18.1,0.11,0.9,1.2,2021-22,1629622,23.3,113.7,108.1,USA,USA,3,0.4034
Max Strus,MIA,80,10.8,0.557,17.6,0.071,-1.7,0.2,2022-23,1629622,28.4,109.3,113.1,USA,USA,3,0.3931
Max Strus,CLE,70,11.7,0.553,17.4,0.083,-0.6,0.8,2023-24,1629622,32.0,115.3,109.7,USA,USA,3,0.3868
Maxi Kleber,DAL,59,11.0,0.537,13.3,0.098,-0.4,0.6,2021-22,1628467,24.6,109.2,105.3,Germany,International,2,0.2811
Maxi Kleber,DAL,43,8.8,0.573,9.6,0.08,-1.3,0.2,2023-24,1628467,20.3,116.5,109.9,Germany,International,2,0.3586
Michael Porter Jr,DEN,62,16.8,0.621,22.7,0.116,0.2,1.0,2022-23,1629008,29.0,122.6,112.2,USA,USA,2,0.5282
Michael Porter Jr,DEN,81,15.5,0.601,20.7,0.115,0.1,1.3,2023-24,1629008,31.7,120.2,112.1,USA,USA,2,0.4987
Mikal Bridges,PHX,82,14.4,0.627,15.0,0.15,1.6,2.6,2021-22,1628969,34.8,116.7,106.9,USA,USA,3,0.4242
Mikal Bridges,BKN,83,16.8,0.587,22.6,0.121,1.7,2.8,2022-23,1628969,35.7,114.0,113.2,USA,USA,3,0.5087
Mikal Bridges,BKN,82,14.9,0.56,24.3,0.07,-0.4,1.2,2023-24,1628969,34.8,111.0,114.3,USA,USA,3,0.4655
Mike Conley,UTA,72,17.2,0.572,20.9,0.157,3.1,2.7,2021-22,201144,28.6,112.5,104.9,USA,USA,3,0.3952
Mike Conley,MIN,67,14.7,0.583,16.3,0.13,0.9,1.5,2022-23,201144,30.3,117.3,116.1,USA,USA,3,0.5239
Mike Conley,MIN,76,15.8,0.627,16.0,0.18,3.4,3.0,2023-24,201144,28.9,113.7,108.0,USA,USA,3,0.4522
Miles Bridges,CHA,80,17.9,0.593,22.6,0.123,1.5,2.5,2021-22,1628970,35.5,114.5,112.4,USA,USA,2,0.5036
Miles Bridges,CHA,69,15.4,0.556,24.7,0.04,-1.1,0.6,2023-24,1628970,37.4,108.0,120.1,USA,USA,2,0.5155
Mitchell Robinson,NYK,72,20.7,0.722,11.4,0.221,2.2,2.0,2021-22,1629011,25.7,109.1,111.2,USA,USA,2,0.51
Mitchell Robinson,NYK,59,18.9,0.652,10.1,0.197,2.4,1.7,2022-23,1629011,26.9,119.9,112.6,USA,USA,2,0.5329
Mo Bamba,ORL,71,16.5,0.582,17.2,0.118,0.7,1.2,2021-22,1628964,25.7,101.8,111.3,USA,USA,2,0.3902
Mo Bamba,LAL,49,15.7,0.602,16.6,0.139,0.5,0.5,2022-23,1628964,15.7,113.0,111.5,USA,USA,2,0.448
Monte Morris,DEN,75,14.7,0.583,17.4,0.116,0.0,1.1,2021-22,1628420,29.9,116.3,110.4,USA,USA,2,0.4357
Monte Morris,WAS,62,15.0,0.579,15.6,0.12,0.5,1.1,2022-23,1628420,27.4,117.4,117.3,USA,USA,2,0.5301
Moritz Wagner,ORL,63,18.1,0.623,22.9,0.138,1.6,0.9,2021-22,1629021,15.2,105.3,112.6,Germany,International,3,0.4719
Moritz Wagner,ORL,57,17.4,0.63,21.1,0.149,0.6,0.7,2022-23,1629021,19.5,109.4,110.6,Germany,International,3,0.4559
Moritz Wagner,ORL,80,20.6,0.676,22.8,0.188,2.0,1.4,2023-24,1629021,17.7,113.9,110.8,Germany,International,3,0.5343
Myles Turner,IND,42,17.4,0.615,17.1,0.12,1.4,1.1,2021-22,1626167,29.4,109.7,109.9,USA,USA,3,0.4246
Myles Turner,IND,62,20.0,0.651,22.0,0.142,2.1,1.9,2022-23,1626167,29.4,115.1,116.3,USA,USA,3,0.5893
Myles Turner,IND,77,19.3,0.626,23.4,0.134,0.9,1.5,2023-24,1626167,27.0,120.6,115.5,USA,USA,3,0.5871
Naji Marshall,NOP,77,11.4,0.539,17.8,0.068,-1.9,0.1,2022-23,1630230,23.3,111.2,111.4,USA,USA,2,0.372
Naji Marshall,NOP,66,12.7,0.576,16.3,0.1,-0.7,0.4,2023-24,1630230,19.0,115.4,106.8,USA,USA,2,0.3581
Nassir Little,POR,42,13.5,0.575,15.8,0.076,-1.4,0.2,2021-22,1629642,25.9,110.2,111.1,USA,USA,2,0.3812
Nassir Little,POR,54,10.2,0.555,16.0,0.032,-3.0,-0.3,2022-23,1629642,18.1,111.1,119.9,USA,USA,2,0.4643
Naz Reid,MIN,77,17.2,0.588,21.4,0.125,0.0,0.6,2021-22,1629675,15.8,105.5,107.9,USA,USA,3,0.3758
Naz Reid,MIN,68,18.5,0.617,24.8,0.114,1.0,1.0,2022-23,1629675,18.4,109.2,113.3,USA,USA,3,0.4956
Naz Reid,MIN,81,16.0,0.595,23.1,0.12,1.5,1.7,2023-24,1629675,24.2,111.1,105.5,USA,USA,3,0.3856
Nic Claxton,BKN,47,18.6,0.672,15.1,0.171,0.5,0.6,2021-22,1629651,20.7,109.4,109.8,USA,USA,3,0.449
Nic Claxton,BKN,76,20.8,0.691,15.4,0.195,3.1,2.9,2022-23,1629651,29.9,115.1,111.3,USA,USA,3,0.5428
Nic Claxton,BKN,71,18.7,0.629,15.6,0.152,1.2,1.7,2023-24,1629651,29.8,108.4,114.1,USA,USA,3,0.4925
Nick Richards,CHA,65,18.3,0.676,15.6,0.165,-1.3,0.2,2022-23,1630208,18.7,107.5,112.0,Jamaica,International,2,0.461
Nick Richards,CHA,67,16.7,0.717,13.3,0.14,-2.3,-0.1,2023-24,1630208,26.2,106.3,118.2,Jamaica,International,2,0.5282
