player,nationality,player_origin,avg_per,avg_ts,avg_usg,avg_ws_48,avg_bpm,avg_vorp,avg_off_rating,avg_def_rating,composite_score
Evan Mobley,USA,USA,17.7735584668227,0.5842517097784128,20.36390163834767,0.14075245448189916,1.5891425271284843,2.0060336180431015,112.01898233988877,108.47599623088847,0.399474625285727
Franz Wagner,Germany,International,16.044798122957157,0.5746890401855343,23.44165570368763,0.10257696011283958,0.1152116420056149,1.325951744808973,109.90461123241968,109.72726458980377,0.38718981740650305
Fred VanVleet,USA,USA,16.99129546223738,0.5536394782744527,22.13641795319049,0.13500708130483455,3.1674663507849314,3.3371898674858764,114.3248249199448,111.00146182083257,0.46498307653010396
Gabe Vincent,USA,USA,9.759432048681541,0.5415436105476673,17.64239350912779,0.05603651115618661,-2.450709939148073,-0.22028397565922916,110.09817444219068,108.99452332657202,0.27776878859955223
Garrison Mathews,USA,USA,10.229857380996481,0.6251042785701056,13.189775884423042,0.07763326541952215,-2.5567142063345067,-0.13667345804778663,111.10340803852566,116.24328579366549,0.4407309497016312
Gary Harris,USA,USA,10.326141433317513,0.5897067869008068,13.885410536307544,0.08184148077835786,-1.5526530612244895,0.12258186995728523,109.56679639297579,111.76519221642144,0.3469580298497127
Gary Payton II,USA,USA,16.423006833712986,0.6585216400911162,14.052847380410023,0.17287243735763097,2.711389521640091,1.341002277904328,112.04760820045558,104.63029612756264,0.34268645090261124
Gary Trent Jr,USA,USA,13.976141505553269,0.5511267730091259,21.220595091183323,0.08614062190532779,-0.6510870393223334,0.781387022563493,113.0120739826622,113.7936682054329,0.44018145235357975
George Hill,USA,USA,10.359700776829385,0.5751566126402609,11.540299223170614,0.09498503884146925,-1.5600748057926537,0.1,111.02276781432819,103.23543684664811,0.19065967073377582
Georges Niang,USA,USA,10.471363260158435,0.5948072754502817,17.147913136010718,0.07261372324912307,-2.111248177196232,-0.08449927087849289,112.63830843810351,111.39188507468569,0.3670951638080844
Giannis Antetokounmpo,Greece,International,30.34574762367205,0.6307177246108119,35.3421191253936,0.24485434507518905,9.56477296136076,6.729254583443688,117.52334687030988,110.29072864247668,0.6932130691362964
Gordon Hayward,USA,USA,13.871906446092412,0.5612374671990873,19.79535196805476,0.06870277239018824,-1.349095265259555,0.25021106674272675,110.24254877353108,113.23920136908156,0.39841068457699735
Grant Williams,USA,USA,10.6848271076674,0.6083352607840871,13.929189314213021,0.09624979761767086,-1.4100728576384876,0.31186538683936627,112.7136232219267,111.36151266335145,0.3747376315117321
Grayson Allen,USA,USA,13.01407644223887,0.6379153027628001,14.731989311447247,0.12287102161568927,0.6655294173784415,1.4282864913871258,115.53688027866583,110.55967457174214,0.426895510609853
Hamidou Diallo,USA,USA,15.699999999999998,0.5638644022937803,21.8,0.07196479929422143,-0.8957300397000441,0.32411998235553596,105.65026025584473,110.17235994706661,0.3346959260788066
Harrison Barnes,USA,USA,13.956874000681502,0.622403554297397,17.240106419228855,0.10848580640088071,-0.8424366333778932,0.7503577887866635,114.77049094388089,115.86443867788525,0.5084330151657128
Haywood Highsmith,USA,USA,10.01916859122402,0.5579006928406467,12.441570438799078,0.08222632794457276,-1.6976905311778292,0.16743648960739033,107.89676674364895,109.41570438799077,0.27435560251004687
Herbert Jones,USA,USA,12.556743087313365,0.5933386535025288,14.077067748871862,0.11065198824918986,-0.05472303825070412,1.116124049789515,114.73922892879855,110.9541354977437,0.39677254768343895
Immanuel Quickley,USA,USA,15.929779873700697,0.5673855392196856,22.221831503026934,0.12281557691366285,1.1293784573209533,1.6469836659432469,113.09095670903838,109.10618768663413,0.40066854413972974
Isaac Okoro,USA,USA,10.831185076412682,0.5998893964938996,12.762747230833376,0.10970508148873297,-1.0765341455013506,0.3818349921139935,113.26690052754664,109.68839397400338,0.3469383418750865
Isaiah Hartenstein,Germany,International,18.07915516696513,0.6330509638681133,13.366194037711999,0.1834431265142737,2.4500389760876438,1.792933740651006,116.23757505530389,108.90648056462656,0.4428328528504687
Isaiah Joe,USA,USA,13.940559687026399,0.626,17.1405596870264,0.12337126845945089,0.9,1.0,116.9439925281077,109.80966411729462,0.4277761976631162
Isaiah Stewart,USA,USA,12.901744735711217,0.5683111302105716,15.390365277180921,0.07331757627847015,-2.6297378599054575,-0.2648689299527288,106.86714224323163,114.29238504512247,0.37167444835030355
Ish Smith,USA,USA,10.238468966257175,0.4530972050855641,17.005273322246662,0.003955528136902525,-4.44736333887667,-0.47773188133683814,104.95749691540155,115.94250308459846,0.3052143007862238
Ivica Zubac,Croatia,International,18.299752390123118,0.6637680033014651,15.931632161771788,0.17130359722126692,0.134954260953298,1.0392874337987483,112.82000137561042,112.70867322374306,0.4954015827604768
Ja Morant,USA,USA,23.84150446172311,0.5658609821009236,34.30926785993843,0.15932236601784688,5.896910713353859,3.8492276783384645,115.55386160830767,109.82914731513856,0.55276503787669
