player,team,games_played,per,ts,usg,ws_48,bpm,vorp,season,player_id,min,off_rating,def_rating,nationality
Evan Mobley,CLE,50.0,20.1,0.626,20.6,0.174,2.9,1.9,2023-24,1630596.0,30.6,111.2,110.1,USA
Facundo Campazzo,DEN,65.0,11.1,0.503,14.7,0.081,-0.8,0.4,2021-22,1630267.0,18.2,102.1,110.7,Argentina
Facundo Campazzo,DAL,8.0,7.8,0.36,14.7,-0.012,-1.2,0.0,2022-23,1630267.0,6.5,100.0,89.0,Argentina
Frank Jackson,DET,53.0,10.6,0.53,20.9,0.031,-3.5,-0.4,2021-22,1628402.0,22.0,104.1,110.9,USA
Frank Jackson,UTA,1.0,-6.8,0.0,25.1,-0.378,-22.2,0.0,2022-23,1628402.0,5.1,100.0,122.2,USA
Frank Kaminsky,PHX,9.0,21.3,0.635,19.0,0.228,4.9,0.3,2021-22,1626163.0,20.1,105.5,96.0,USA
Frank Kaminsky,HOU,36.0,15.3,0.635,14.1,0.141,2.8,0.3,2022-23,1626163.0,6.5,109.4,111.3,USA
Frank Ntilikina,DAL,58.0,10.4,0.513,17.4,0.065,-1.9,0.0,2021-22,1628373.0,11.8,106.6,102.3,France
Frank Ntilikina,DAL,47.0,5.2,0.461,13.1,-0.01,-6.7,-0.7,2022-23,1628373.0,12.9,113.5,108.4,France
Frank Ntilikina,CHA,5.0,0.0,0.253,11.2,-0.099,-13.4,-0.1,2023-24,1628373.0,8.6,121.3,121.1,France
Franz Wagner,ORL,79.0,14.7,0.559,21.2,0.079,-0.7,0.8,2021-22,1630532.0,30.7,105.9,110.8,Germany
Franz Wagner,ORL,80.0,15.9,0.589,23.5,0.099,-0.1,1.3,2022-23,1630532.0,32.6,111.3,110.1,Germany
Franz Wagner,ORL,72.0,17.6,0.575,25.7,0.131,1.2,1.9,2023-24,1630532.0,32.5,112.5,108.2,Germany
Fred VanVleet,TOR,65.0,17.3,0.552,23.7,0.131,3.6,3.5,2021-22,1627832.0,37.9,112.2,108.5,USA
Fred VanVleet,TOR,69.0,17.0,0.54,23.2,0.123,2.5,2.9,2022-23,1627832.0,36.7,116.1,112.8,USA
Fred VanVleet,HOU,73.0,16.7,0.568,19.7,0.15,3.4,3.6,2023-24,1627832.0,36.8,114.6,111.6,USA
Furkan Korkmaz,PHI,67.0,10.2,0.502,17.6,0.041,-3.1,-0.4,2021-22,1627788.0,21.1,108.8,108.0,Turkey
Furkan Korkmaz,PHI,37.0,9.3,0.552,19.1,0.019,-4.4,-0.2,2022-23,1627788.0,9.6,105.0,103.7,Turkey
Furkan Korkmaz,PHI,35.0,9.2,0.519,13.6,0.057,-2.7,-0.1,2023-24,1627788.0,8.6,116.5,110.2,Turkey
Gabe Vincent,MIA,68.0,10.6,0.551,17.8,0.076,-1.4,0.2,2021-22,1629216.0,23.4,109.1,106.0,USA
Gabe Vincent,MIA,68.0,9.0,0.533,17.5,0.038,-3.4,-0.6,2022-23,1629216.0,25.9,111.0,111.7,USA
Gabe Vincent,LAL,11.0,3.1,0.341,10.9,-0.033,-6.5,-0.2,2023-24,1629216.0,19.8,109.8,103.0,USA
Gabe York,IND,2.0,12.7,0.435,20.8,0.059,-1.5,0.0,2021-22,1628221.0,10.7,105.8,120.4,USA
Gabe York,IND,3.0,11.8,0.548,16.4,0.091,-3.5,0.0,2022-23,1628221.0,18.6,127.7,110.3,USA
Garrett Temple,NOP,59.0,8.6,0.494,13.9,0.037,-2.5,-0.1,2021-22,202066.0,18.6,101.0,114.7,USA
Garrett Temple,NOP,25.0,10.5,0.535,13.4,0.094,-1.0,0.0,2022-23,202066.0,6.5,100.3,105.5,USA
Garrett Temple,TOR,27.0,9.5,0.502,15.0,0.032,-4.7,-0.2,2023-24,202066.0,10.7,100.3,113.4,USA
Garrison Mathews,HOU,65.0,11.0,0.602,14.4,0.078,-2.3,-0.1,2021-22,1629726.0,26.3,110.7,116.5,USA
Garrison Mathews,ATL,54.0,9.7,0.573,14.7,0.067,-2.4,-0.1,2022-23,1629726.0,12.7,103.1,109.5,USA
Garrison Mathews,ATL,66.0,8.9,0.665,11.1,0.077,-3.0,-0.2,2023-24,1629726.0,15.0,111.8,115.8,USA
Gary Harris,ORL,61.0,10.9,0.571,16.4,0.06,-2.4,-0.2,2021-22,203914.0,28.4,104.2,110.1,USA
Gary Harris,ORL,48.0,10.5,0.62,12.6,0.095,-0.7,0.4,2022-23,203914.0,24.7,113.0,115.8,USA
Gary Harris,ORL,54.0,9.4,0.587,11.7,0.099,-1.2,0.3,2023-24,203914.0,24.0,113.6,110.3,USA
Gary Payton II,GSW,71.0,17.8,0.679,14.3,0.199,3.7,1.8,2021-22,1627780.0,17.6,110.6,102.3,USA
Gary Payton II,GSW,22.0,13.3,0.701,10.3,0.125,0.3,0.2,2022-23,1627780.0,16.7,123.7,118.3,USA
Gary Payton II,GSW,44.0,13.9,0.621,13.6,0.125,0.9,0.5,2023-24,1627780.0,15.5,114.7,108.9,USA
Gary Trent Jr,TOR,70.0,14.7,0.546,21.8,0.11,0.2,1.3,2021-22,1629018.0,35.0,113.5,110.2,USA
Gary Trent Jr,TOR,66.0,15.0,0.56,21.7,0.102,0.2,1.2,2022-23,1629018.0,32.1,111.8,113.8,USA
Gary Trent Jr,TOR,71.0,12.0,0.548,20.0,0.04,-2.6,-0.3,2023-24,1629018.0,28.1,113.7,118.2,USA
George Hill,MIL,54.0,10.2,0.552,11.7,0.087,-1.6,0.1,2021-22,201588.0,23.2,112.5,100.8,USA
George Hill,IND,46.0,10.6,0.61,11.3,0.107,-1.5,0.1,2022-23,201588.0,18.1,108.8,106.9,USA
Georges Niang,PHI,76.0,10.7,0.594,16.8,0.077,-1.9,0.0,2021-22,1627777.0,22.8,110.9,109.0,USA
Georges Niang,PHI,78.0,10.9,0.61,17.0,0.078,-1.4,0.2,2022-23,1627777.0,19.4,112.5,111.1,USA
Georges Niang,CLE,82.0,9.9,0.583,17.6,0.064,-2.9,-0.4,2023-24,1627777.0,22.3,114.4,113.9,USA
Giannis Antetokounmpo,MIL,67.0,32.1,0.633,34.9,0.281,11.2,7.4,2021-22,203507.0,32.9,115.9,107.9,Greece
Giannis Antetokounmpo,MIL,63.0,29.0,0.605,38.8,0.204,8.5,5.4,2022-23,203507.0,32.1,116.4,109.2,Greece
Giannis Antetokounmpo,MIL,73.0,29.9,0.649,33.0,0.246,9.0,7.2,2023-24,203507.0,35.2,119.8,113.2,Greece
Goga Bitadze,IND,50.0,18.0,0.595,19.9,0.122,-0.8,0.2,2021-22,1629048.0,14.6,114.0,116.4,Georgia
Goga Bitadze,ORL,38.0,17.1,0.582,15.4,0.141,0.3,0.3,2022-23,1629048.0,12.0,109.2,105.4,Georgia
Goga Bitadze,ORL,62.0,17.8,0.629,13.3,0.186,2.1,1.0,2023-24,1629048.0,15.4,112.1,110.3,Georgia
Goran Dragic,BKN,21.0,10.0,0.474,17.2,0.034,-3.3,-0.2,2021-22,201609.0,23.7,112.1,111.7,Slovenia
Goran Dragic,MIL,58.0,10.3,0.514,21.1,0.025,-3.9,-0.4,2022-23,201609.0,15.0,111.6,112.2,Slovenia
Gordon Hayward,CHA,49.0,15.1,0.57,20.7,0.087,-0.7,0.5,2021-22,202330.0,31.9,110.7,111.0,USA
Gordon Hayward,CHA,50.0,13.5,0.563,20.0,0.059,-1.4,0.2,2022-23,202330.0,31.5,108.4,111.7,USA
Gordon Hayward,OKC,51.0,12.8,0.548,18.4,0.058,-2.1,0.0,2023-24,202330.0,24.4,112.0,118.0,USA
Gorgui Dieng,ATL,44.0,17.3,0.624,16.9,0.155,2.1,0.4,2021-22,203476.0,8.4,100.3,109.5,Senegal
Gorgui Dieng,SAS,31.0,9.9,0.493,17.9,0.001,-3.9,-0.2,2022-23,203476.0,11.6,99.6,118.2,Senegal
Grant Williams,BOS,77.0,11.2,0.635,12.6,0.13,-0.4,0.8,2021-22,1629684.0,24.4,112.5,108.0,USA
Grant Williams,BOS,79.0,10.3,0.605,13.1,0.104,-1.1,0.5,2022-23,1629684.0,25.9,114.9,109.0,USA
Grant Williams,CHA,76.0,10.6,0.588,15.9,0.059,-2.6,-0.3,2023-24,1629684.0,28.0,110.8,116.6,USA
Grayson Allen,MIL,66.0,12.7,0.609,15.2,0.11,0.4,1.1,2021-22,1628960.0,27.3,112.5,107.5,USA
Grayson Allen,MIL,72.0,12.3,0.612,14.6,0.123,0.1,1.0,2022-23,1628960.0,27.4,113.9,109.1,USA
Grayson Allen,PHX,75.0,13.8,0.679,14.5,0.132,1.3,2.0,2023-24,1628960.0,33.5,119.0,113.9,USA
Greg Brown III,POR,48.0,11.0,0.515,17.2,0.029,-4.7,-0.4,2021-22,1630535.0,13.3,99.1,116.8,USA
Greg Brown III,POR,16.0,5.8,0.421,18.4,-0.074,-8.5,-0.2,2022-23,1630535.0,5.8,89.2,92.6,USA
Greg Brown III,DAL,6.0,10.5,0.501,20.3,0.0,-4.4,0.0,2023-24,1630535.0,6.6,101.1,110.6,USA
Hamidou Diallo,DET,58.0,15.7,0.541,21.8,0.079,-0.5,0.5,2021-22,1628977.0,21.9,103.1,110.7,USA
Hamidou Diallo,DET,56.0,15.7,0.593,21.8,0.063,-1.4,0.1,2022-23,1628977.0,17.8,108.9,109.5,USA
Hamidou Diallo,WAS,2.0,33.2,0.5,25.3,0.204,18.7,0.0,2023-24,1628977.0,2.4,81.8,50.0,USA
Harrison Barnes,SAC,77.0,15.7,0.623,18.8,0.112,0.2,1.4,2021-22,203084.0,33.6,110.0,116.7,USA
Harrison Barnes,SAC,82.0,14.1,0.632,17.1,0.118,-1.0,0.7,2022-23,203084.0,32.5,120.0,115.2,USA
Harrison Barnes,SAC,82.0,11.9,0.611,15.7,0.094,-1.8,0.1,2023-24,203084.0,29.0,114.1,115.7,USA
Haywood Highsmith,MIA,19.0,7.0,0.446,14.0,0.041,-4.6,-0.1,2021-22,1629312.0,8.6,105.6,114.0,USA
Haywood Highsmith,MIA,54.0,8.5,0.517,12.5,0.046,-3.1,-0.3,2022-23,1629312.0,18.0,104.8,110.0,USA
Haywood Highsmith,MIA,66.0,11.1,0.587,12.4,0.108,-0.7,0.5,2023-24,1629312.0,20.7,110.1,109.0,USA
Herbert Jones,NOP,78.0,12.3,0.573,13.7,0.096,-0.5,0.9,2021-22,1630529.0,29.9,112.2,110.2,USA
Herbert Jones,NOP,66.0,12.1,0.567,14.5,0.104,-0.3,0.8,2022-23,1630529.0,29.6,115.8,111.8,USA
Herbert Jones,NOP,76.0,13.2,0.636,14.1,0.131,0.6,1.6,2023-24,1630529.0,30.5,116.4,111.0,USA
Immanuel Quickley,NYK,78.0,14.6,0.543,22.2,0.113,0.2,1.0,2021-22,1630193.0,23.1,111.4,104.8,USA
Immanuel Quickley,NYK,81.0,16.3,0.578,20.9,0.137,1.7,2.1,2022-23,1630193.0,28.9,114.3,108.1,USA
Immanuel Quickley,TOR,68.0,16.7,0.577,23.8,0.115,1.3,1.7,2023-24,1630193.0,29.2,113.2,114.2,USA
Isaac Okoro,CLE,67.0,10.4,0.589,12.4,0.103,-1.7,0.1,2021-22,1630171.0,29.6,112.4,109.3,USA
Isaac Okoro,CLE,76.0,10.7,0.614,11.9,0.122,-0.3,0.7,2022-23,1630171.0,21.7,114.5,109.0,USA
Isaac Okoro,CLE,69.0,11.4,0.599,13.9,0.106,-1.1,0.4,2023-24,1630171.0,27.3,113.1,110.7,USA
Isaiah Hartenstein,LAC,68.0,22.0,0.664,18.4,0.215,4.5,2.0,2021-22,1628392.0,17.9,112.1,105.0,Germany
Isaiah Hartenstein,NYK,82.0,14.2,0.567,11.2,0.136,-0.3,0.7,2022-23,1628392.0,19.9,114.6,110.2,Germany
Isaiah Hartenstein,NYK,75.0,18.9,0.67,12.0,0.204,3.5,2.6,2023-24,1628392.0,25.3,120.3,110.3,Germany
Isaiah Jackson,IND,36.0,20.5,0.607,22.5,0.126,-1.6,0.0,2021-22,1630543.0,15.0,113.3,116.1,USA
Isaiah Jackson,IND,63.0,17.5,0.595,17.4,0.124,-0.8,0.3,2022-23,1630543.0,16.5,109.5,115.2,USA
Isaiah Joe,PHI,55.0,7.7,0.519,15.5,0.035,-4.6,-0.4,2021-22,1630198.0,11.1,108.2,106.5,USA
Isaiah Joe,OKC,73.0,14.5,0.626,17.7,0.131,0.9,1.0,2022-23,1630198.0,19.1,117.3,112.2,USA
Isaiah Joe,OKC,78.0,13.4,0.626,16.6,0.116,0.9,1.0,2023-24,1630198.0,18.5,116.6,107.5,USA
Isaiah Livers,DET,19.0,11.1,0.629,12.4,0.085,-1.5,0.0,2021-22,1630587.0,20.2,113.8,114.6,USA
Isaiah Livers,DET,52.0,8.4,0.567,11.9,0.041,-2.4,-0.1,2022-23,1630587.0,23.1,107.9,115.6,USA
Isaiah Livers,DET,23.0,5.1,0.46,12.7,-0.015,-6.5,-0.5,2023-24,1630587.0,20.4,106.1,125.4,USA
Isaiah Mobley,CLE,12.0,14.1,0.521,16.4,0.135,-1.4,0.0,2022-23,1630600.0,7.0,105.9,86.1,USA
Isaiah Mobley,CLE,10.0,8.1,0.471,16.2,0.032,-6.6,-0.1,2023-24,1630600.0,7.2,93.8,113.8,USA
Isaiah Roby,OKC,45.0,18.3,0.607,19.0,0.147,0.6,0.6,2021-22,1629676.0,21.1,104.6,113.4,USA
Isaiah Stewart,DET,71.0,14.0,0.55,14.6,0.091,-3.3,-0.6,2021-22,1630191.0,25.6,102.6,112.1,USA
Isaiah Stewart,DET,50.0,13.1,0.56,17.3,0.068,-2.1,0.0,2022-23,1630191.0,28.3,108.9,116.9,USA
Isaiah Stewart,DET,46.0,11.3,0.6,14.5,0.056,-2.3,-0.1,2023-24,1630191.0,30.9,110.3,114.5,USA
Isaiah Thomas,CHA,22.0,12.0,0.516,24.8,0.026,-4.5,-0.2,2021-22,202738.0,15.2,107.8,109.0,USA
Isaiah Thomas,PHX,6.0,6.7,0.4,22.8,-0.03,-6.9,0.0,2023-24,202738.0,3.2,90.5,133.3,USA
Isaiah Todd,WAS,12.0,4.7,0.349,19.6,-0.104,-6.9,-0.1,2021-22,1630225.0,6.2,87.7,103.2,USA
Isaiah Todd,WAS,6.0,-1.0,0.226,15.6,-0.147,-14.2,-0.2,2022-23,1630225.0,10.2,97.1,103.7,USA
Ish Smith,WAS,65.0,12.5,0.465,20.1,0.023,-2.9,-0.2,2021-22,202397.0,17.3,107.1,113.8,USA
Ish Smith,DEN,43.0,6.5,0.407,19.3,-0.056,-6.6,-0.5,2022-23,202397.0,9.3,102.3,107.5,USA
Ish Smith,CHA,43.0,6.8,0.435,12.3,-0.025,-6.8,-0.9,2023-24,202397.0,17.2,101.7,119.2,USA
Ish Wainright,PHX,45.0,9.4,0.494,14.7,0.079,-2.0,0.0,2021-22,1630688.0,8.0,106.2,100.6,USA
Ish Wainright,PHX,60.0,9.2,0.522,12.2,0.089,-1.2,0.2,2022-23,1630688.0,15.3,112.7,106.6,USA
Ish Wainright,PHX,11.0,8.9,0.462,18.5,0.029,-2.4,0.0,2023-24,1630688.0,5.7,78.5,84.8,USA
Ivica Zubac,LAC,76.0,19.2,0.66,16.8,0.187,0.7,1.3,2021-22,1627826.0,24.4,108.7,112.2,Croatia
Ivica Zubac,LAC,76.0,16.7,0.661,14.8,0.149,-0.9,0.6,2022-23,1627826.0,28.5,112.8,113.4,Croatia
Ivica Zubac,LAC,68.0,19.3,0.671,16.4,0.182,0.8,1.3,2023-24,1627826.0,26.4,117.1,112.4,Croatia
JD Davison,BOS,12.0,10.1,0.478,15.8,0.059,-4.2,0.0,2022-23,1631120.0,5.5,102.9,108.7,USA
JD Davison,BOS,8.0,18.8,0.581,17.6,0.228,3.3,0.1,2023-24,1631120.0,4.9,112.8,83.1,USA
JT Thor,CHA,33.0,9.7,0.525,12.0,0.058,-3.0,-0.1,2021-22,1630550.0,7.9,107.2,106.9,USA
JT Thor,CHA,69.0,7.0,0.506,13.1,0.009,-4.7,-0.7,2022-23,1630550.0,14.0,102.7,110.2,USA
JT Thor,CHA,63.0,9.1,0.519,11.7,0.034,-4.5,-0.5,2023-24,1630550.0,12.4,107.5,110.7,USA
Ja Morant,MEM,57.0,24.4,0.575,33.7,0.171,6.1,3.9,2021-22,1629630.0,33.1,115.3,111.2,USA
Ja Morant,MEM,61.0,23.3,0.557,34.9,0.148,5.7,3.8,2022-23,1629630.0,31.9,115.8,108.5,USA
Ja Morant,MEM,9.0,20.6,0.57,30.4,0.124,3.1,0.4,2023-24,1629630.0,35.3,111.0,111.1,USA
JaMychal Green,DEN,67.0,14.1,0.587,17.2,0.118,-1.8,0.0,2021-22,203210.0,16.2,106.8,110.3,USA
JaMychal Green,GSW,57.0,15.5,0.65,17.5,0.133,-0.5,0.3,2022-23,203210.0,14.0,108.3,116.4,USA
JaVale McGee,PHX,74.0,22.6,0.651,22.8,0.201,0.8,0.8,2021-22,201580.0,15.8,110.4,104.6,USA
JaVale McGee,DAL,42.0,17.2,0.65,22.8,0.076,-3.7,-0.1,2022-23,201580.0,8.4,106.1,113.4,USA
JaVale McGee,SAC,46.0,19.0,0.609,23.4,0.101,-1.3,0.1,2023-24,201580.0,7.4,108.5,110.4,USA
Jabari Smith Jr,HOU,79.0,11.2,0.514,18.4,0.037,-3.7,-1.1,2022-23,1631095.0,31.0,109.1,120.4,USA
Jabari Smith Jr,HOU,76.0,13.8,0.571,17.6,0.111,-0.4,1.0,2023-24,1631095.0,31.9,111.9,113.8,USA
Jabari Walker,POR,56.0,9.6,0.496,17.3,0.015,-6.1,-0.6,2022-23,1631133.0,11.1,104.8,113.8,USA
Jabari Walker,POR,72.0,13.0,0.546,16.3,0.083,-3.3,-0.6,2023-24,1631133.0,23.6,107.1,116.5,USA
Jack White,DEN,17.0,12.6,0.517,14.7,0.108,-1.9,0.0,2022-23,1631298.0,3.9,90.4,104.5,Australia
Jack White,MEM,4.0,1.1,0.188,12.1,-0.1,-10.3,-0.1,2023-24,1631298.0,15.9,89.1,111.1,Australia
Jacob Gilyard,MEM,1.0,7.3,0.5,5.1,0.079,-6.1,0.0,2022-23,1631367.0,40.8,101.1,116.1,USA
Jacob Gilyard,BKN,41.0,11.1,0.573,11.1,0.095,-1.4,0.1,2023-24,1631367.0,17.0,105.8,117.7,USA
Jaden Hardy,DAL,48.0,14.6,0.571,26.4,0.048,-2.3,0.0,2022-23,1630702.0,14.8,112.5,115.6,USA
Jaden Hardy,DAL,73.0,11.2,0.517,24.9,0.014,-4.1,-0.5,2023-24,1630702.0,13.6,108.1,114.5,USA
Jaden Ivey,DET,74.0,12.1,0.528,25.4,-0.001,-3.3,-0.7,2022-23,1631093.0,31.1,107.1,120.1,USA
Jaden Ivey,DET,77.0,12.4,0.536,24.9,0.01,-3.1,-0.6,2023-24,1631093.0,28.8,109.9,117.7,USA
Jaden McDaniels,MIN,70.0,10.3,0.553,15.3,0.065,-2.9,-0.4,2021-22,1630183.0,25.8,109.9,109.3,USA
Jaden McDaniels,MIN,79.0,12.0,0.611,15.8,0.087,-1.2,0.5,2022-23,1630183.0,30.6,113.6,111.6,USA
Jaden McDaniels,MIN,72.0,9.4,0.571,15.7,0.077,-2.6,-0.3,2023-24,1630183.0,29.2,114.2,110.4,USA
Jaden Springer,PHI,2.0,26.4,1.0,15.0,0.138,17.1,0.0,2021-22,1630531.0,2.8,69.2,141.7,USA
Jaden Springer,PHI,16.0,17.2,0.545,20.8,0.145,0.3,0.1,2022-23,1630531.0,5.6,108.8,110.9,USA
Jaden Springer,BOS,49.0,10.7,0.49,17.1,0.052,-3.4,-0.2,2023-24,1630531.0,10.3,112.4,112.9,USA
Jae Crowder,PHX,67.0,11.3,0.541,14.6,0.11,1.1,1.5,2021-22,203109.0,28.1,116.1,105.9,USA
Jae Crowder,MIL,18.0,14.6,0.624,13.2,0.165,1.2,0.3,2022-23,203109.0,18.9,111.0,111.8,USA
Jae Crowder,MIL,50.0,8.9,0.546,11.5,0.065,-2.6,-0.2,2023-24,203109.0,23.1,112.3,114.9,USA
JaeSean Tate,HOU,78.0,14.3,0.567,19.6,0.071,-1.8,0.1,2021-22,1630256.0,26.4,105.3,114.2,USA
JaeSean Tate,HOU,31.0,12.2,0.546,18.8,0.049,-3.5,-0.3,2022-23,1630256.0,21.9,107.5,114.8,USA
JaeSean Tate,HOU,65.0,9.3,0.538,11.7,0.082,-2.3,-0.1,2023-24,1630256.0,15.9,110.1,105.0,USA
Jahmius Ramsey,SAC,19.0,7.9,0.468,22.2,-0.047,-6.9,-0.2,2021-22,1630186.0,7.0,112.5,118.5,USA
Jahmius Ramsey,TOR,7.0,10.6,0.538,17.9,0.021,-4.4,-0.1,2023-24,1630186.0,17.3,100.4,110.8,USA
Jake LaRavia,MEM,35.0,6.7,0.531,11.7,0.054,-3.5,-0.2,2022-23,1631222.0,11.8,106.4,113.9,USA
Jake LaRavia,MEM,35.0,12.6,0.54,21.1,0.062,-2.5,-0.1,2023-24,1631222.0,23.0,105.2,111.9,USA
Jakob Poeltl,SAS,68.0,20.8,0.613,18.3,0.168,1.6,1.7,2021-22,1627751.0,29.0,115.2,111.8,Austria
Jakob Poeltl,TOR,72.0,21.0,0.635,18.2,0.15,1.9,1.9,2022-23,1627751.0,26.5,112.4,115.5,Austria
Jakob Poeltl,TOR,50.0,18.9,0.653,16.2,0.138,0.7,0.9,2023-24,1627751.0,26.4,113.6,114.2,Austria
Jalen Brunson,DAL,79.0,17.1,0.583,21.9,0.143,0.9,1.9,2021-22,1628973.0,31.9,113.8,109.4,USA
Jalen Brunson,NYK,68.0,21.2,0.597,27.2,0.175,3.9,3.5,2022-23,1628973.0,35.0,119.2,117.1,USA
Jalen Brunson,NYK,77.0,23.4,0.592,32.5,0.198,5.8,5.4,2023-24,1628973.0,35.4,121.2,112.6,USA
Jalen Duren,DET,67.0,17.3,0.655,14.3,0.129,-0.8,0.5,2022-23,1631105.0,24.9,108.0,116.2,USA
Jalen Duren,DET,61.0,18.7,0.653,18.5,0.13,-0.1,0.9,2023-24,1631105.0,29.1,109.3,117.0,USA
Jalen Green,HOU,67.0,12.5,0.547,23.7,0.015,-2.9,-0.5,2021-22,1630224.0,31.9,105.7,116.9,USA
Jalen Green,HOU,76.0,14.5,0.538,28.1,0.034,-2.1,0.0,2022-23,1630224.0,34.2,111.2,120.0,USA
Jalen Green,HOU,82.0,14.7,0.541,27.4,0.056,-0.5,1.0,2023-24,1630224.0,31.7,113.8,113.8,USA
Jalen Johnson,ATL,22.0,11.3,0.59,19.3,0.013,-4.9,-0.1,2021-22,1630552.0,5.5,95.8,105.8,USA
Jalen Johnson,ATL,70.0,14.1,0.554,16.0,0.099,0.3,0.6,2022-23,1630552.0,14.9,111.1,110.8,USA
Jalen Johnson,ATL,56.0,16.3,0.584,19.1,0.098,1.2,1.5,2023-24,1630552.0,33.7,113.3,115.2,USA
Jalen McDaniels,CHA,55.0,12.7,0.595,15.3,0.093,-2.3,-0.1,2021-22,1629667.0,16.3,111.7,109.1,USA
Jalen McDaniels,PHI,80.0,11.8,0.557,17.2,0.068,-2.1,-0.1,2022-23,1629667.0,23.9,110.5,113.9,USA
Jalen McDaniels,TOR,50.0,5.0,0.412,18.7,-0.074,-9.0,-1.0,2023-24,1629667.0,10.8,100.9,115.0,USA
Jalen Smith,IND,51.0,18.4,0.595,20.3,0.145,-0.5,0.3,2021-22,1630188.0,18.1,112.0,109.3,USA
Jalen Smith,IND,68.0,15.9,0.565,21.0,0.085,-2.1,0.0,2022-23,1630188.0,18.8,111.4,115.3,USA
Jalen Smith,IND,61.0,20.7,0.682,19.4,0.182,2.4,1.2,2023-24,1630188.0,17.2,119.5,118.6,USA
Jalen Suggs,ORL,48.0,8.6,0.455,25.3,-0.06,-5.6,-1.2,2021-22,1630591.0,27.2,100.6,107.8,USA
Jalen Suggs,ORL,53.0,12.5,0.528,20.3,0.053,-1.0,0.3,2022-23,1630591.0,23.5,109.7,111.0,USA
Jalen Suggs,ORL,75.0,14.1,0.602,19.7,0.112,1.0,1.5,2023-24,1630591.0,27.0,111.8,110.8,USA
Jalen Williams,OKC,75.0,15.6,0.601,18.4,0.119,0.3,1.3,2022-23,1631114.0,30.3,111.6,112.6,USA
Jalen Williams,OKC,71.0,19.1,0.621,23.7,0.157,2.3,2.4,2023-24,1631114.0,31.3,117.7,108.9,USA
Jamal Cain,MIA,18.0,16.5,0.647,15.1,0.169,0.8,0.2,2022-23,1631288.0,13.3,108.0,102.5,USA
Jamal Cain,MIA,26.0,11.5,0.544,16.7,0.089,-2.3,0.0,2023-24,1631288.0,10.0,105.4,108.8,USA
Jamal Murray,DEN,65.0,18.0,0.571,26.1,0.116,1.3,1.8,2022-23,1627750.0,32.8,118.9,112.5,Canada
Jamal Murray,DEN,59.0,20.7,0.586,27.9,0.153,4.1,2.9,2023-24,1627750.0,31.5,120.7,112.4,Canada
Jamaree Bouyea,WAS,5.0,6.5,0.504,11.8,0.013,-4.2,0.0,2022-23,1631123.0,14.1,106.5,119.7,USA
Jamaree Bouyea,SAS,9.0,1.5,0.375,16.5,-0.129,-12.3,-0.2,2023-24,1631123.0,10.5,94.0,101.5,USA
James Bouknight,CHA,31.0,10.1,0.459,23.7,0.001,-7.1,-0.4,2021-22,1630547.0,9.8,108.0,114.2,USA
James Bouknight,CHA,34.0,6.2,0.463,19.5,-0.04,-6.5,-0.6,2022-23,1630547.0,15.2,102.6,110.9,USA
James Bouknight,CHA,14.0,15.9,0.597,23.9,0.062,2.2,0.1,2023-24,1630547.0,5.8,107.8,115.2,USA
James Harden,PHI,65.0,20.9,0.583,27.2,0.152,4.0,3.7,2021-22,201935.0,37.2,114.9,111.4,USA
James Harden,PHI,58.0,21.6,0.607,25.0,0.188,5.4,4.0,2022-23,201935.0,36.8,119.4,113.3,USA
James Harden,LAC,72.0,18.6,0.612,20.6,0.163,4.1,3.8,2023-24,201935.0,34.3,120.9,115.2,USA
James Johnson,BKN,62.0,10.3,0.513,13.7,0.068,-2.2,-0.1,2021-22,201949.0,19.2,108.9,110.5,USA
James Johnson,IND,18.0,8.4,0.486,15.7,0.017,-4.4,-0.1,2022-23,201949.0,9.0,102.8,103.9,USA
James Johnson,IND,9.0,5.0,0.368,14.2,-0.05,-5.8,0.0,2023-24,201949.0,5.2,112.6,108.8,USA
James Wiseman,DET,45.0,15.6,0.589,21.2,0.077,-3.5,-0.3,2022-23,1630164.0,19.3,104.7,121.9,USA
James Wiseman,DET,63.0,14.8,0.637,16.3,0.094,-3.5,-0.4,2023-24,1630164.0,17.3,104.8,118.2,USA
Jared Butler,UTA,42.0,12.1,0.509,23.1,0.057,-1.6,0.0,2021-22,1630215.0,8.6,112.5,112.6,USA
Jared Butler,OKC,6.0,13.0,0.578,20.1,0.061,-2.6,0.0,2022-23,1630215.0,12.8,106.2,103.6,USA
Jared Butler,WAS,40.0,14.1,0.579,19.9,0.054,-2.1,0.0,2023-24,1630215.0,14.1,107.6,111.4,USA
Jared Rhoden,DET,14.0,6.5,0.482,10.7,0.027,-6.1,-0.2,2022-23,1631197.0,14.1,114.9,110.6,USA
Jared Rhoden,DET,17.0,10.3,0.597,13.3,0.06,-2.5,0.0,2023-24,1631197.0,14.4,105.7,115.0,USA
Jaren Jackson Jr,MEM,78.0,17.0,0.535,25.4,0.121,-0.1,1.0,2021-22,1628991.0,27.3,113.9,106.0,USA
Jaren Jackson Jr,MEM,63.0,21.6,0.613,24.7,0.177,2.8,2.2,2022-23,1628991.0,28.4,116.4,106.6,USA
Jaren Jackson Jr,MEM,66.0,17.4,0.552,30.4,0.067,0.4,1.3,2023-24,1628991.0,32.2,106.6,113.9,USA
Jarred Vanderbilt,MIN,74.0,15.3,0.612,10.9,0.153,0.2,1.1,2021-22,1629020.0,25.4,115.5,110.5,USA
