player_id,player,team,games_played,min,off_rating,def_rating,season
1629610,DaQuan Jeffries,MEM,3,2.9,89.5,100.0,2021-22
1630227,Daishen Nix,HOU,24,10.9,104.4,111.0,2021-22
1629751,Dakota Mathias,MEM,6,2.7,66.7,92.1,2021-22
1630625,Dalano Banton,TOR,64,10.9,106.6,105.1,2021-22
1627745,Damian Jones,SAC,56,18.2,106.7,113.5,2021-22
203081,Damian Lillard,POR,29,36.4,113.0,114.8,2021-22
1627814,Damion Lee,GSW,63,19.9,109.3,106.5,2021-22
1628422,Damyean Dotson,NYK,2,10.3,109.8,110.5,2021-22
1629655,Daniel Gafford,WAS,72,20.1,108.6,115.5,2021-22
1630187,Daniel Oturu,TOR,3,9.1,94.8,131.7,2021-22
1628464,Daniel Theis,BOS,47,20.8,104.4,108.4,2021-22
201568,Danilo Gallinari,ATL,66,25.3,116.0,112.6,2021-22
201980,Danny Green,PHI,62,21.8,111.5,108.5,2021-22
1627863,Danuel House Jr.,UTA,42,17.3,109.4,105.5,2021-22
1629647,Darius Bazley,OKC,69,27.9,101.8,113.1,2021-22
1629636,Darius Garland,CLE,68,35.7,113.6,106.9,2021-22
201954,Darren Collison,LAL,3,12.4,98.9,117.2,2021-22
1630561,David Duke Jr.,BKN,22,15.5,110.7,110.6,2021-22
1630525,David Johnson,TOR,2,1.0,50.0,125.0,2021-22
1628021,David Nwaba,HOU,46,13.2,106.9,115.9,2021-22
1630558,Davion Mitchell,SAC,75,27.7,105.3,111.3,2021-22
202722,Davis Bertans,DAL,56,14.4,109.5,108.5,2021-22
1628432,Davon Reed,DEN,48,13.9,109.8,109.5,2021-22
1630549,Day'Ron Sharpe,BKN,32,12.2,115.6,108.8,2021-22
1628368,De'Aaron Fox,SAC,59,35.3,112.1,116.5,2021-22
1629631,De'Andre Hunter,ATL,53,29.8,114.6,113.9,2021-22
1629001,De'Anthony Melton,MEM,73,22.7,112.0,106.4,2021-22
201599,DeAndre Jordan,PHI,48,13.0,100.7,111.5,2021-22
1627761,DeAndre' Bembry,MIL,56,18.3,110.0,110.5,2021-22
1630610,DeJon Jarreau,IND,1,0.9,200.0,100.0,2021-22
201942,DeMar DeRozan,CHI,76,36.1,113.1,112.0,2021-22
202326,DeMarcus Cousins,DEN,48,14.9,113.8,111.7,2021-22
1629731,Dean Wade,CLE,51,19.2,105.8,103.8,2021-22
1629028,Deandre Ayton,PHX,58,29.5,117.2,107.7,2021-22
1629686,Deividas Sirvydis,DET,3,8.9,67.2,109.5,2021-22
1627749,Dejounte Murray,SAS,68,34.8,112.9,111.0,2021-22
1626153,Delon Wright,ATL,77,18.9,111.6,108.8,2021-22
1630166,Deni Avdija,WAS,82,24.2,109.2,110.1,2021-22
203471,Dennis Schröder,HOU,64,28.7,106.9,107.9,2021-22
1628372,Dennis Smith Jr.,POR,37,17.3,100.7,110.6,2021-22
1627756,Denzel Valentine,UTA,24,9.2,101.9,107.0,2021-22
202324,Derrick Favors,OKC,39,16.7,95.5,106.5,2021-22
1627884,Derrick Jones Jr.,CHI,51,17.6,112.8,110.1,2021-22
201565,Derrick Rose,NYK,26,24.5,109.1,103.3,2021-22
1628476,Derrick Walton Jr.,DET,3,36.1,103.5,103.0,2021-22
1628401,Derrick White,BOS,75,29.3,111.3,106.4,2021-22
1630217,Desmond Bane,MEM,76,29.8,114.7,107.8,2021-22
1626164,Devin Booker,PHX,68,34.5,117.6,108.1,2021-22
1629962,Devin Cannady,ORL,5,28.9,107.0,109.6,2021-22
1630170,Devin Vassell,SAS,71,27.3,111.2,110.2,2021-22
1629653,Devon Dotson,CHI,11,7.7,109.6,112.0,2021-22
1629719,Devontae Cacok,SAS,15,8.1,104.5,106.1,2021-22
1628984,Devonte' Graham,NOP,76,28.4,111.4,111.1,2021-22
203473,Dewayne Dedmon,MIA,67,15.9,109.5,106.0,2021-22
1629712,Didi Louzada,POR,9,14.4,83.0,112.1,2021-22
1628415,Dillon Brooks,MEM,32,27.7,116.9,105.9,2021-22
1627734,Domantas Sabonis,SAC,62,34.4,109.5,110.1,2021-22
1628378,Donovan Mitchell,UTA,67,33.8,117.6,111.7,2021-22
1628978,Donte DiVincenzo,SAC,42,23.9,107.5,111.2,2021-22
1627827,Dorian Finney-Smith,DAL,80,33.0,114.8,110.4,2021-22
203926,Doug McDermott,SAS,51,24.0,112.3,114.1,2021-22
203110,Draymond Green,GSW,46,28.9,110.0,102.8,2021-22
1629234,Drew Eubanks,POR,71,17.5,103.1,115.9,2021-22
1630613,Duane Washington Jr.,IND,48,20.2,110.2,116.1,2021-22
1629130,Duncan Robinson,MIA,79,25.9,110.4,107.9,2021-22
2730,Dwight Howard,LAL,60,16.2,109.3,115.0,2021-22
203939,Dwight Powell,DAL,82,21.9,113.2,110.6,2021-22
1629685,Dylan Windler,CLE,50,9.2,101.6,101.6,2021-22
202334,Ed Davis,CLE,31,6.5,99.5,94.9,2021-22
203901,Elfrid Payton,PHX,50,11.0,103.0,105.0,2021-22
1630190,Elijah Hughes,POR,36,12.1,98.2,121.8,2021-22
1629150,Emanuel Terry,PHX,3,6.1,60.0,110.3,2021-22
1626144,Emmanuel Mudiay,SAC,2,5.5,84.0,107.7,2021-22
202683,Enes Freedom,BOS,35,11.8,111.6,103.8,2021-22
202339,Eric Bledsoe,POR,54,25.2,105.2,106.4,2021-22
201569,Eric Gordon,HOU,57,29.3,108.6,113.6,2021-22
1629672,Eric Paschall,UTA,58,12.7,108.9,111.3,2021-22
1630647,Eugene Omoruyi,DAL,4,4.5,100.0,88.1,2021-22
203095,Evan Fournier,NYK,80,29.5,109.7,112.5,2021-22
1630596,Evan Mobley,CLE,69,33.8,108.5,106.8,2021-22
1630267,Facundo Campazzo,DEN,65,18.2,102.1,110.7,2021-22
1630624,Feron Hunt,NYK,2,4.2,72.2,82.4,2021-22
1628402,Frank Jackson,DET,53,22.0,104.1,110.9,2021-22
1626163,Frank Kaminsky,PHX,9,20.1,105.5,96.0,2021-22
1628373,Frank Ntilikina,DAL,58,11.8,106.6,102.3,2021-22
1630532,Franz Wagner,ORL,79,30.7,105.9,110.8,2021-22
1627832,Fred VanVleet,TOR,65,37.9,112.2,108.5,2021-22
1630273,Freddie Gillespie,ORL,9,13.2,96.7,110.4,2021-22
1627788,Furkan Korkmaz,PHI,67,21.1,108.8,108.0,2021-22
1629216,Gabe Vincent,MIA,68,23.4,109.1,106.0,2021-22
1628221,Gabe York,IND,2,10.7,105.8,120.4,2021-22
1630466,Gabriel Deck,OKC,7,7.9,100.0,113.6,2021-22
1630994,Gabriel Lundberg,PHX,4,11.1,121.4,103.1,2021-22
202066,Garrett Temple,NOP,59,18.6,101.0,114.7,2021-22
1629726,Garrison Mathews,HOU,65,26.3,110.7,116.5,2021-22
1629109,Gary Clark,NOP,38,10.0,105.6,107.8,2021-22
203914,Gary Harris,ORL,61,28.4,104.2,110.1,2021-22
1627780,Gary Payton II,GSW,71,17.6,110.6,102.3,2021-22
1629018,Gary Trent Jr.,TOR,70,35.0,113.5,110.2,2021-22
201588,George Hill,MIL,54,23.2,112.5,100.8,2021-22
1628994,George King,DAL,4,4.8,87.8,150.0,2021-22
1627777,Georges Niang,PHI,76,22.8,110.9,109.0,2021-22
1630686,Georgios Kalaitzakis,OKC,13,16.4,95.7,124.9,2021-22
203507,Giannis Antetokounmpo,MIL,67,32.9,115.9,107.9,2021-22
1629048,Goga Bitadze,IND,50,14.6,114.0,116.4,2021-22
201609,Goran Dragic,BKN,21,23.7,112.1,111.7,2021-22
202330,Gordon Hayward,CHA,49,31.9,110.7,111.0,2021-22
203476,Gorgui Dieng,ATL,44,8.4,100.3,109.5,2021-22
1629684,Grant Williams,BOS,77,24.4,112.5,108.0,2021-22
1628960,Grayson Allen,MIL,66,27.3,112.5,107.5,2021-22
1630535,Greg Brown III,POR,48,13.3,99.1,116.8,2021-22
202328,Greg Monroe,MIN,14,13.9,109.8,108.9,2021-22
1628977,Hamidou Diallo,DET,58,21.9,103.1,110.7,2021-22
203084,Harrison Barnes,SAC,77,33.6,110.0,116.7,2021-22
202355,Hassan Whiteside,UTA,65,17.9,119.2,109.0,2021-22
1629755,Hassani Gravett,ORL,8,21.4,105.8,107.6,2021-22
1629312,Haywood Highsmith,MIA,19,8.6,105.6,114.0,2021-22
1630529,Herbert Jones,NOP,78,29.9,112.2,110.2,2021-22
1629649,Ignas Brazdeikis,ORL,42,12.8,100.6,116.4,2021-22
1630193,Immanuel Quickley,NYK,78,23.1,111.4,104.8,2021-22
1629067,Isaac Bonga,TOR,15,4.6,84.1,106.7,2021-22
1630171,Isaac Okoro,CLE,67,29.6,112.4,109.3,2021-22
1628392,Isaiah Hartenstein,LAC,68,17.9,112.1,105.0,2021-22
1630543,Isaiah Jackson,IND,36,15.0,113.3,116.1,2021-22
1630198,Isaiah Joe,PHI,55,11.1,108.2,106.5,2021-22
1630587,Isaiah Livers,DET,19,20.2,113.8,114.6,2021-22
1629676,Isaiah Roby,OKC,45,21.1,104.6,113.4,2021-22
1630191,Isaiah Stewart,DET,71,25.6,102.6,112.1,2021-22
202738,Isaiah Thomas,CHA,22,15.2,107.8,109.0,2021-22
1630225,Isaiah Todd,WAS,12,6.2,87.7,103.2,2021-22
202397,Ish Smith,WAS,65,17.3,107.1,113.8,2021-22
1630688,Ish Wainright,PHX,45,8.0,106.2,100.6,2021-22
1627826,Ivica Zubac,LAC,76,24.4,108.7,112.2,2021-22
1630550,JT Thor,CHA,33,7.9,107.2,106.9,2021-22
1629630,Ja Morant,MEM,57,33.1,115.3,111.2,2021-22
203210,JaMychal Green,DEN,67,16.2,106.8,110.3,2021-22
1630605,JaQuori McLaughlin,DAL,4,2.7,100.0,134.6,2021-22
201580,JaVale McGee,PHX,74,15.8,110.4,104.6,2021-22
203953,Jabari Parker,BOS,12,9.4,103.9,104.7,2021-22
1630183,Jaden McDaniels,MIN,70,25.8,109.9,109.3,2021-22
1630531,Jaden Springer,PHI,2,2.8,69.2,141.7,2021-22
203109,Jae Crowder,PHX,67,28.1,116.1,105.9,2021-22
1630256,Jae'Sean Tate,HOU,78,26.4,105.3,114.2,2021-22
1630186,Jahmi'us Ramsey,SAC,19,7.0,112.5,118.5,2021-22
1630693,Jaime Echenique,WAS,1,3.1,20.0,50.0,2021-22
1627774,Jake Layman,MIN,34,6.8,105.3,108.7,2021-22
1627751,Jakob Poeltl,SAS,68,29.0,115.2,111.8,2021-22
1628973,Jalen Brunson,DAL,79,31.9,113.8,109.4,2021-22
1630224,Jalen Green,HOU,67,31.9,105.7,116.9,2021-22
1630552,Jalen Johnson,ATL,22,5.5,95.8,105.8,2021-22
1629667,Jalen McDaniels,CHA,55,16.3,111.7,109.1,2021-22
1630188,Jalen Smith,IND,51,18.1,112.0,109.3,2021-22
1630591,Jalen Suggs,ORL,48,27.2,100.6,107.8,2021-22
1630547,James Bouknight,CHA,31,9.8,108.0,114.2,2021-22
203516,James Ennis III,DEN,7,7.9,110.1,109.2,2021-22
201935,James Harden,PHI,65,37.2,114.9,111.4,2021-22
201949,James Johnson,BKN,62,19.2,108.9,110.5,2021-22
1630691,Jamorko Pickett,DET,13,13.6,109.1,108.8,2021-22
1630215,Jared Butler,UTA,42,8.6,112.5,112.6,2021-22
1629607,Jared Harper,NOP,5,8.6,133.3,123.5,2021-22
1628991,Jaren Jackson Jr.,MEM,78,27.3,113.9,106.0,2021-22
1629020,Jarred Vanderbilt,MIN,74,25.4,115.5,110.5,2021-22
1628386,Jarrett Allen,CLE,56,32.3,110.0,106.7,2021-22
1629633,Jarrett Culver,MEM,37,9.1,104.3,106.6,2021-22
1629600,Jarron Cumberland,POR,3,4.1,144.0,103.8,2021-22
1629602,Javin DeLaurier,MIL,1,2.8,171.4,114.3,2021-22
1629750,Javonte Green,CHI,65,23.4,113.6,112.0,2021-22
1630606,Javonte Smart,MIA,17,11.8,99.8,110.3,2021-22
1629637,Jaxson Hayes,NOP,70,20.0,109.7,109.2,2021-22
1630643,Jay Huff,LAL,4,5.1,88.6,52.2,2021-22
1630206,Jay Scrubb,LAC,18,6.7,105.5,98.6,2021-22
1627759,Jaylen Brown,BOS,66,33.6,113.5,103.8,2021-22
1629658,Jaylen Hoard,OKC,7,34.2,101.8,119.1,2021-22
1628537,Jaylen Morris,SAS,3,5.3,114.3,91.4,2021-22
1629669,Jaylen Nowell,MIN,62,15.7,114.5,111.7,2021-22
1629873,Jaysean Paige,DET,1,6.6,43.8,113.3,2021-22
1628369,Jayson Tatum,BOS,76,35.9,115.5,103.4,2021-22
1630288,Jeff Dowtin Jr.,ORL,9,12.0,97.4,109.6,2021-22
201145,Jeff Green,DEN,75,24.7,113.3,111.5,2021-22
1629203,Jemerrio Jones,LAL,2,7.4,83.9,121.9,2021-22
203924,Jerami Grant,DET,47,31.9,102.9,110.7,2021-22
1630526,Jeremiah Robinson-Earl,OKC,49,22.2,101.1,110.9,2021-22
203087,Jeremy Lamb,SAC,56,16.7,110.3,109.7,2021-22
1630579,Jericho Sims,NYK,41,13.5,109.3,102.9,2021-22
1628975,Jevon Carter,MIL,66,13.7,107.3,110.3,2021-22
202710,Jimmy Butler,MIA,57,33.9,114.4,108.4,2021-22
1629111,Jock Landale,SAS,54,10.9,107.9,109.0,2021-22
203925,Joe Harris,BKN,14,30.2,106.6,105.6,2021-22
204060,Joe Ingles,POR,45,24.9,111.9,103.7,2021-22
2207,Joe Johnson,BOS,1,2.0,80.0,180.0,2021-22
1630580,Joe Wieskamp,SAS,29,7.1,106.5,105.1,2021-22
1630555,Joel Ayayi,WAS,7,2.9,94.7,82.5,2021-22
203954,Joel Embiid,PHI,68,33.8,115.6,107.8,2021-22
1628381,John Collins,ATL,54,30.8,113.5,112.7,2021-22
1629723,John Konchar,MEM,72,17.9,109.7,107.0,2021-22
1630257,Jon Teske,MEM,3,2.6,82.4,89.5,2021-22
202685,Jonas Valančiūnas,NOP,74,30.3,111.4,110.2,2021-22
1630228,Jonathan Kuminga,GSW,70,16.9,109.5,107.5,2021-22
1628395,Jordan Bell,CHI,1,2.0,200.0,175.0,2021-22
203903,Jordan Clarkson,UTA,79,27.1,115.7,107.0,2021-22
1630692,Jordan Goodwin,WAS,2,3.0,40.0,150.0,2021-22
1629162,Jordan McLaughlin,MIN,62,14.5,111.4,109.0,2021-22
1629670,Jordan Nwora,MIL,62,19.1,109.5,112.5,2021-22
1629673,Jordan Poole,GSW,76,30.0,112.1,105.5,2021-22
1630648,Jordan Schakel,WAS,4,7.6,101.6,93.8,2021-22
1630631,Jose Alvarado,NOP,54,15.4,112.1,104.8,2021-22
1630528,Josh Christopher,HOU,74,18.0,106.9,116.1,2021-22
1630581,Josh Giddey,OKC,54,31.5,101.1,109.4,2021-22
1630182,Josh Green,DAL,67,15.5,107.5,103.8,2021-22
1628404,Josh Hart,POR,54,33.2,108.4,113.2,2021-22
1628367,Josh Jackson,SAC,51,16.3,103.6,112.2,2021-22
1629006,Josh Okogie,MIN,49,10.5,104.1,101.6,2021-22
1626196,Josh Richardson,SAS,65,24.6,112.3,107.8,2021-22
1630563,Joshua Primo,SAS,50,19.3,107.9,111.2,2021-22
201950,Jrue Holiday,MIL,67,32.9,118.2,109.7,2021-22
1629308,Juan Toscano-Anderson,GSW,73,13.6,109.8,106.9,2021-22
1627823,Juancho Hernangomez,UTA,40,11.1,113.7,113.3,2021-22
203944,Julius Randle,NYK,72,35.3,108.0,111.6,2021-22
1626147,Justin Anderson,IND,16,19.7,116.7,116.9,2021-22
1630551,Justin Champagnie,TOR,36,7.8,115.4,108.0,2021-22
203200,Justin Holiday,SAC,74,27.8,108.8,113.9,2021-22
1628382,Justin Jackson,PHX,7,5.2,84.4,100.0,2021-22
1629620,Justin Robinson,DET,25,12.1,93.8,111.3,2021-22
1626159,Justise Winslow,POR,48,16.1,108.1,105.9,2021-22
203994,Jusuf Nurkić,POR,56,28.2,109.9,110.1,2021-22
1629752,Juwan Morgan,BOS,2,15.5,106.2,132.3,2021-22
1630231,KJ Martin,HOU,79,21.0,108.5,115.4,2021-22
1629644,KZ Okpala,MIA,21,11.6,106.9,104.2,2021-22
1630539,Kai Jones,CHA,21,3.0,93.4,104.4,2021-22
1626157,Karl-Anthony Towns,MIN,74,33.5,116.9,111.6,2021-22
1626208,Keifer Sykes,IND,32,17.7,108.5,112.9,2021-22
1628966,Keita Bates-Diop,SAS,59,16.2,107.0,106.2,2021-22
1629103,Kelan Martin,BOS,30,15.0,102.4,108.6,2021-22
1629640,Keldon Johnson,SAS,75,31.9,113.2,111.1,2021-22
1629833,Keljin Blevins,POR,31,11.3,97.1,124.9,2021-22
203482,Kelly Olynyk,DET,40,19.1,108.4,113.3,2021-22
1626162,Kelly Oubre Jr.,CHA,76,26.3,112.3,112.4,2021-22
202689,Kemba Walker,NYK,37,25.6,105.4,114.5,2021-22
1629026,Kenrich Williams,OKC,49,21.9,102.0,100.3,2021-22
203145,Kent Bazemore,LAL,39,14.0,99.8,108.7,2021-22
203484,Kentavious Caldwell-Pope,WAS,77,30.2,109.1,113.8,2021-22
1630553,Keon Johnson,POR,37,18.8,100.8,119.8,2021-22
1630556,Kessler Edwards,BKN,48,20.6,112.2,115.5,2021-22
201142,Kevin Durant,BKN,55,37.2,116.2,109.7,2021-22
1628989,Kevin Huerter,ATL,74,29.6,116.4,112.5,2021-22
1628995,Kevin Knox II,ATL,30,7.4,98.5,113.7,2021-22
201567,Kevin Love,CLE,74,22.5,108.9,107.4,2021-22
1630698,Kevin Pangos,CLE,24,6.9,104.9,117.1,2021-22
1629645,Kevin Porter Jr.,HOU,61,31.3,108.3,114.9,2021-22
1626172,Kevon Looney,GSW,82,21.1,113.2,107.2,2021-22
203920,Khem Birch,TOR,55,18.0,112.3,112.4,2021-22
203114,Khris Middleton,MIL,66,32.4,115.0,109.6,2021-22
1630165,Killian Hayes,DET,66,25.0,102.6,112.9,2021-22
1629681,Killian Tillie,MEM,36,12.8,109.2,105.8,2021-22
1630184,Kira Lewis Jr.,NOP,24,14.2,94.9,109.0,2021-22
202691,Klay Thompson,GSW,32,29.4,111.4,108.0,2021-22
1627739,Kris Dunn,POR,14,24.0,105.8,117.8,2021-22
204001,Kristaps Porziņģis,WAS,51,29.0,109.9,109.5,2021-22
203937,Kyle Anderson,MEM,69,21.5,110.3,108.3,2021-22
1629657,Kyle Guy,MIA,19,9.8,96.5,110.1,2021-22
1628398,Kyle Kuzma,WAS,66,33.4,108.2,114.3,2021-22
200768,Kyle Lowry,MIA,63,33.9,112.5,106.6,2021-22
202681,Kyrie Irving,BKN,29,37.6,118.9,113.8,2021-22
200746,LaMarcus Aldridge,BKN,47,22.3,111.3,111.1,2021-22
1630163,LaMelo Ball,CHA,75,32.3,114.0,112.5,2021-22
1630205,Lamar Stevens,CLE,63,16.1,108.4,109.7,2021-22
202362,Lance Stephenson,IND,46,17.7,110.4,117.4,2021-22
1629013,Landry Shamet,PHX,69,20.8,107.8,102.9,2021-22
204038,Langston Galloway,MIL,7,15.2,93.4,100.0,2021-22
1626204,Larry Nance Jr.,NOP,46,22.6,110.7,112.6,2021-22
1628374,Lauri Markkanen,CLE,61,30.8,113.9,109.9,2021-22
2544,LeBron James,LAL,56,37.2,110.9,113.5,2021-22
1630195,Leandro Bolmaro,MIN,35,6.9,102.6,102.5,2021-22
1629623,Lindell Wigginton,MIL,19,10.5,107.3,119.2,2021-22
1630322,Lindy Waters III,OKC,25,18.6,108.5,113.2,2021-22
1629022,Lonnie Walker IV,SAS,70,23.0,108.5,111.5,2021-22
1628366,Lonzo Ball,CHI,35,34.6,110.1,107.0,2021-22
101150,Lou Williams,ATL,56,14.3,110.4,109.5,2021-22
1629663,Louis King,SAC,10,10.4,103.1,115.0,2021-22
1629652,Luguentz Dort,OKC,51,32.7,101.9,110.1,2021-22
1629029,Luka Dončić,DAL,65,35.4,113.8,110.3,2021-22
1630568,Luka Garza,DET,32,12.2,104.6,110.9,2021-22
1628379,Luke Kennard,LAC,70,27.4,110.0,106.6,2021-22
1628436,Luke Kornet,BOS,15,6.9,117.2,106.8,2021-22
1630640,MJ Walker,PHX,2,4.2,70.0,89.5,2021-22
1630644,Mac McClung,LAL,2,12.2,124.5,105.4,2021-22
1630201,Malachi Flynn,TOR,44,12.2,109.2,111.8,2021-22
1627763,Malcolm Brogdon,IND,36,33.5,110.8,111.1,2021-22
1630792,Malcolm Hill,CHI,19,11.2,107.4,114.7,2021-22
1627736,Malik Beasley,MIN,79,25.0,112.1,110.1,2021-22
